step,mouse_x,mouse_y,cat_x,cat_y,vision_slice,brain_energy,output_energy,output_action,move_dist
4773,93,68,0,20,0,13,0,0,0
4774,98,69,0,20,0,14,0,0,0
4775,2,67,0,15,1,13,2,1,1
4776,4,62,0,10,1,12,2,1,1
4777,8,66,0,10,0,13,0,0,0
4778,10,62,0,5,1,13,1,1,1
4779,11,67,0,0,1,13,1,1,1
4780,10,62,0,0,1,12,2,1,1
4781,6,65,0,0,0,13,0,0,0
4782,11,67,0,0,1,12,2,1,1
4783,15,69,0,0,1,11,2,1,1
4784,19,71,0,0,1,10,2,1,1
4785,24,73,0,0,0,11,0,0,0
4786,22,78,0,0,1,11,1,1,1
4787,25,73,0,0,1,11,1,1,1
4788,28,77,0,0,1,10,1,1,1
4789,25,81,0,0,4,10,1,4,1
4790,30,83,0,0,1,9,2,1,1
4791,25,80,0,0,0,10,0,0,0
4792,20,81,0,5,7,10,1,7,1
4793,15,80,0,0,1,10,1,1,1
4794,11,79,0,0,1,10,1,1,1
4795,15,77,0,0,1,10,1,1,1
4796,10,76,0,0,1,9,2,1,1
4797,15,75,0,0,0,10,0,0,0
4798,10,76,0,0,1,10,1,1,1
4799,11,71,0,0,4,9,1,4,1
4800,6,70,0,0,1,8,2,1,1
4801,6,75,0,0,0,9,0,0,0
4802,3,79,0,0,4,9,1,4,1
4803,0,75,0,0,4,9,1,4,1
4804,97,71,0,0,1,9,1,1,1
4805,94,75,0,0,0,10,0,0,0
4806,98,78,0,0,1,9,2,1,1
4807,93,77,0,0,0,10,0,0,0
4808,95,82,0,0,4,10,1,4,1
4809,100,83,0,0,1,10,1,1,1
4810,4,81,0,0,1,9,2,1,1
4811,2,85,0,0,1,9,1,1,1
4812,100,81,0,0,1,9,1,1,1
4813,4,83,0,0,1,9,1,1,1
4814,4,88,0,0,1,8,2,1,1
4815,3,93,0,0,1,7,2,1,1
4816,2,98,0,0,1,7,1,1,1
4817,6,2,0,0,1,6,2,1,1
4818,9,6,0,0,0,7,0,0,0
4819,12,9,0,0,1,6,2,1,1
4820,16,12,0,0,1,6,1,1,1
4821,16,7,0,0,1,5,2,1,1
4822,19,3,0,0,1,5,1,1,1
4823,15,7,0,0,1,5,1,1,1
4824,10,8,0,0,1,5,1,1,1
4825,9,3,0,0,1,5,1,1,1
4826,5,99,0,0,1,5,1,1,1
4827,4,4,0,0,0,6,0,0,0
4828,3,9,0,0,1,6,1,1,1
4829,100,12,0,0,1,6,1,1,1
4830,4,14,0,0,1,6,1,1,1
4831,2,18,0,0,1,6,1,1,1
4832,99,22,0,0,1,6,1,1,1
4833,3,25,0,0,1,6,1,1,1
4834,4,21,0,0,1,6,1,1,1
4835,99,20,0,0,1,6,1,1,1
4836,98,15,0,0,1,6,1,1,1
4837,94,12,0,0,1,6,1,1,1
4838,90,14,0,0,1,6,1,1,1
4839,93,11,0,0,1,6,1,1,1
4840,89,14,0,0,1,6,1,1,1
4841,94,13,0,0,1,6,1,1,1
4842,99,13,0,0,1,6,1,1,1
4843,4,14,0,0,1,5,2,1,1
4844,4,19,0,0,1,5,1,1,1
4845,9,19,0,0,1,5,1,1,1
4846,8,24,0,0,1,5,1,1,1
4847,6,28,0,0,1,5,1,1,1
4848,5,23,0,0,1,5,1,1,1
4849,1,21,0,0,1,5,1,1,1
4850,98,25,0,0,1,5,1,1,1
4851,93,25,0,0,1,5,1,1,1
4852,92,20,0,0,1,5,1,1,1
4853,96,18,0,0,1,5,1,1,1
4854,96,23,0,0,1,5,1,1,1
4855,100,25,0,0,1,5,1,1,1
4856,5,25,0,0,1,5,1,1,1
4857,10,26,0,0,1,5,1,1,1
4858,14,28,0,0,0,6,0,0,0
4859,16,32,0,0,1,6,1,1,1
4860,16,37,0,0,1,6,1,1,1
4861,17,32,0,0,1,6,1,1,1
4862,15,27,0,0,1,6,1,1,1
4863,20,28,0,0,1,6,1,1,1
4864,22,33,0,0,1,6,1,1,1
4865,18,35,0,0,1,6,1,1,1
4866,15,39,0,0,1,5,2,1,1
4867,13,35,0,0,1,5,1,1,1
4868,14,39,0,0,1,5,1,1,1
4869,18,37,0,0,1,5,1,1,1
4870,19,32,0,0,1,5,1,1,1
4871,18,27,0,0,1,5,1,1,1
4872,20,22,0,0,0,6,0,0,0
4873,25,21,0,0,1,6,1,1,1
4874,28,25,0,0,1,6,1,1,1
4875,33,26,0,0,1,6,1,1,1
4876,37,23,0,0,1,6,1,1,1
4877,34,27,0,0,1,6,1,1,1
4878,33,22,0,0,1,5,2,1,1
4879,33,27,0,0,1,5,1,1,1
4880,29,24,0,0,0,6,0,0,0
4881,25,21,0,0,1,6,1,1,1
4882,23,17,0,0,1,6,1,1,1
4883,27,20,0,0,1,6,1,1,1
4884,24,16,0,0,0,7,0,0,0
4885,29,16,0,0,0,8,0,0,0
4886,33,19,0,0,1,8,1,1,1
4887,38,20,0,0,1,8,1,1,1
4888,33,19,0,0,1,7,2,1,1
4889,28,18,0,0,1,7,1,1,1
4890,24,21,0,0,1,6,2,1,1
4891,20,19,0,0,1,5,2,1,1
4892,25,19,0,0,1,5,1,1,1
4893,29,17,0,0,1,5,1,1,1
4894,30,21,0,0,1,5,1,1,1
4895,26,23,0,0,1,5,1,1,1
4896,24,28,0,0,0,6,0,0,0
4897,21,32,0,0,0,7,0,0,0
4898,26,32,0,0,1,7,1,1,1
4899,27,27,0,0,1,7,1,1,1
4900,32,26,0,0,1,7,1,1,1
4901,29,22,0,0,1,7,1,1,1
4902,25,20,0,0,1,7,1,1,1
4903,24,15,0,0,1,7,1,1,1
4904,20,18,0,0,1,7,1,1,1
4905,22,14,0,0,1,7,1,1,1
4906,27,16,0,0,1,6,2,1,1
4907,22,16,0,0,1,6,1,1,1
4908,27,17,0,0,1,6,1,1,1
4909,27,12,0,0,1,6,1,1,1
4910,31,15,0,0,1,6,1,1,1
4911,26,17,0,0,1,6,1,1,1
4912,28,22,0,0,1,6,1,1,1
4913,28,27,0,0,1,6,1,1,1
4914,30,32,0,0,1,6,1,1,1
4915,29,37,0,0,1,6,1,1,1
4916,24,37,0,0,1,6,1,1,1
4917,28,33,0,0,1,6,1,1,1
4918,31,37,0,0,1,6,1,1,1
4919,28,41,0,0,1,6,1,1,1
4920,26,45,0,0,1,6,1,1,1
4921,25,41,0,0,1,6,1,1,1
4922,25,36,0,0,1,6,1,1,1
4923,21,38,0,0,1,6,1,1,1
4924,16,37,0,0,0,7,0,0,0
4925,21,38,0,0,1,7,1,1,1
4926,16,37,0,0,1,7,1,1,1
4927,19,33,0,0,1,7,1,1,1
4928,18,28,0,0,1,7,1,1,1
4929,13,26,0,0,1,7,1,1,1
4930,8,26,0,0,1,7,1,1,1
4931,4,28,0,0,1,7,1,1,1
4932,1,24,0,0,1,7,1,1,1
4933,6,23,0,0,1,7,1,1,1
4934,3,19,0,0,1,7,1,1,1
4935,98,19,0,0,1,7,1,1,1
4936,94,22,0,0,0,8,0,0,0
4937,90,20,0,0,1,8,1,1,1
4938,95,18,0,0,1,8,1,1,1
4939,91,21,0,0,1,7,1,1,1
4940,95,20,0,0,1,7,1,1,1
4941,91,22,0,0,1,6,2,1,1
4942,92,27,0,0,0,7,0,0,0
4943,94,31,0,0,1,7,1,1,1
4944,93,26,0,0,1,7,1,1,1
4945,97,23,0,0,1,7,1,1,1
4946,1,24,0,0,1,7,1,1,1
4947,99,20,0,0,1,7,1,1,1
4948,97,16,0,0,1,7,1,1,1
4949,93,18,0,0,1,6,1,1,1
4950,89,15,0,0,1,6,1,1,1
4951,90,20,0,0,1,6,1,1,1
4952,86,17,0,0,1,6,1,1,1
4953,90,20,0,0,1,6,1,1,1
4954,90,25,0,0,0,7,0,0,0
4955,91,30,0,0,1,7,1,1,1
4956,89,34,0,0,1,7,1,1,1
4957,93,37,0,0,1,6,2,1,1
4958,88,35,0,0,1,6,1,1,1
4959,90,40,0,0,1,6,1,1,1
4960,91,35,0,0,1,6,1,1,1
4961,89,30,0,0,1,6,1,1,1
4962,93,33,0,0,1,6,1,1,1
4963,97,31,0,0,1,6,1,1,1
4964,93,34,0,0,1,6,1,1,1
4965,89,37,0,0,1,6,1,1,1
4966,87,42,0,0,1,6,1,1,1
4967,84,45,0,0,1,6,1,1,1
4968,80,48,0,0,1,6,1,1,1
4969,81,53,0,0,1,6,1,1,1
4970,85,56,0,0,1,6,1,1,1
4971,80,57,0,0,1,6,1,1,1
4972,81,53,0,0,0,7,0,0,0
4973,81,58,0,0,1,7,1,1,1
4974,83,53,0,0,1,7,1,1,1
4975,86,57,0,0,1,6,2,1,2
4976,84,52,0,0,1,6,1,1,1
4977,79,55,0,0,0,7,0,0,0
4978,77,51,0,0,0,8,0,0,0
4979,72,49,0,0,1,8,1,1,1
4980,77,47,0,0,1,8,1,1,1
4981,82,47,0,0,1,8,1,1,1
4982,86,44,0,0,1,8,1,1,1
4983,81,44,0,0,1,8,1,1,1
4984,85,46,0,0,1,8,1,1,1
4985,81,49,0,0,1,8,1,1,1
4986,85,52,0,0,1,8,1,1,1
4987,89,48,0,0,1,8,1,1,1
4988,89,53,0,0,1,8,1,1,1
4989,90,48,0,0,1,8,1,1,1
4990,92,44,0,0,1,8,1,1,1
4991,87,43,0,0,1,8,1,1,1
4992,91,40,0,0,1,8,1,1,1
4993,87,41,0,0,1,8,1,1,1
4994,88,37,0,0,1,8,1,1,1
4995,92,35,0,0,1,8,1,1,1
4996,89,31,0,0,1,8,1,1,1
4997,93,34,0,0,1,8,1,1,1
4998,88,32,0,0,1,8,1,1,1
4999,84,29,0,0,1,8,1,1,1
5000,88,31,0,0,1,8,1,1,1
5001,91,36,0,0,1,8,1,1,1
5002,92,41,0,0,1,8,1,1,1
5003,88,43,0,0,1,8,1,1,1
5004,83,44,0,0,1,8,1,1,1
5005,81,48,0,0,1,8,1,1,1
5006,86,47,0,0,1,8,1,1,1
5007,90,50,0,0,1,7,2,1,1
5008,85,48,0,0,1,7,1,1,1
5009,88,52,0,0,1,7,1,1,1
5010,93,53,0,0,1,7,1,1,1
5011,88,51,0,0,1,7,1,1,1
5012,86,56,0,0,1,7,1,1,1
5013,86,51,0,0,1,7,1,1,1
5014,90,53,0,0,1,7,1,1,1
5015,87,49,0,0,1,7,1,1,1
5016,91,52,0,0,1,7,1,1,1
5017,90,47,0,0,1,7,1,1,1
5018,95,47,0,0,1,7,1,1,1
5019,98,43,0,0,1,7,1,1,1
5020,99,48,0,0,1,7,1,1,1
5021,97,44,0,0,1,7,1,1,1
5022,96,39,0,0,1,7,1,1,1
5023,98,43,0,0,1,7,1,1,1
5024,3,44,0,0,1,7,1,1,1
5025,99,41,0,0,1,7,1,1,1
5026,94,43,0,0,1,7,1,1,1
5027,90,41,0,0,1,7,1,1,1
5028,94,42,0,0,1,6,2,1,1
5029,93,37,0,0,1,6,1,1,1
5030,88,37,0,0,1,6,1,1,1
5031,86,41,0,0,0,7,0,0,0
5032,91,44,0,0,1,7,1,1,1
5033,95,46,0,0,1,7,1,1,1
5034,91,43,0,0,1,7,1,1,1
5035,89,38,0,0,1,7,1,1,1
5036,84,37,0,0,1,7,1,1,1
5037,89,40,0,0,0,8,0,0,0
5038,86,44,0,0,1,8,1,1,1
5039,84,39,0,0,1,8,1,1,1
5040,87,43,0,0,1,7,2,1,1
5041,88,38,0,0,1,7,1,1,1
5042,91,42,0,0,0,8,0,0,0
5043,88,38,0,0,0,9,0,0,0
5044,89,33,0,0,1,9,1,1,1
5045,84,33,0,0,1,9,1,1,1
5046,89,31,0,0,1,9,1,1,1
5047,93,34,0,0,1,9,1,1,1
5048,96,38,0,0,1,9,1,1,1
5049,100,34,0,0,1,8,2,1,1
5050,96,38,0,0,1,8,1,1,1
5051,1,41,0,0,1,8,1,1,1
5052,98,37,0,0,1,7,2,1,1
5053,96,41,0,0,1,7,1,1,1
5054,91,40,0,0,1,7,1,1,1
5055,95,44,0,0,1,7,1,1,1
5056,99,46,0,0,1,7,1,1,1
5057,98,51,0,0,1,7,1,1,1
5058,93,52,0,0,1,6,2,1,2
5059,89,49,0,0,1,6,1,1,1
5060,84,51,0,0,1,5,2,1,1
5061,89,48,0,0,0,6,0,0,0
5062,94,49,0,0,1,6,1,1,1
5063,97,52,0,0,0,7,0,0,0
5064,2,50,0,0,1,7,1,1,1
5065,6,53,0,0,1,7,1,1,1
5066,10,50,0,0,1,7,1,1,1
5067,6,47,0,0,1,7,1,1,1
5068,10,46,0,0,1,7,1,1,1
5069,9,41,0,0,1,7,1,1,1
5070,5,39,0,0,1,7,1,1,1
5071,0,41,0,0,1,7,1,1,1
5072,3,37,0,0,1,7,1,1,1
5073,1,42,0,0,1,7,1,1,1
5074,96,42,0,0,1,7,1,1,1
5075,97,47,0,0,1,7,1,1,1
5076,92,46,0,0,1,7,1,1,1
5077,93,41,0,0,1,7,1,1,1
5078,98,42,0,0,1,7,1,1,1
5079,93,42,0,0,1,7,1,1,1
5080,89,44,0,0,1,7,1,1,1
5081,87,39,0,0,1,7,1,1,1
5082,90,35,0,0,1,7,1,1,1
5083,90,40,0,0,0,8,0,0,0
5084,94,41,0,0,1,8,1,1,1
5085,97,37,0,0,1,8,1,1,1
5086,2,37,0,0,1,8,1,1,1
5087,7,35,0,0,1,8,1,1,1
5088,3,38,0,0,1,8,1,1,1
5089,7,35,0,0,1,8,1,1,1
5090,9,31,0,0,1,8,1,1,1
5091,7,35,0,0,1,8,1,1,1
5092,8,40,0,0,1,8,1,1,1
5093,12,43,0,0,1,7,2,1,1
5094,17,41,0,0,1,7,1,1,1
5095,14,36,0,0,0,8,0,0,0
5096,17,40,0,0,1,8,1,1,1
5097,22,38,0,0,1,8,1,1,1
5098,17,36,0,0,1,8,1,1,1
5099,22,38,0,0,1,8,1,1,1
5100,25,41,0,0,1,8,1,1,1
5101,26,46,0,0,1,8,1,1,1
5102,23,50,0,0,1,8,1,1,1
5103,26,46,0,0,1,8,1,1,1
5104,26,51,0,0,1,8,1,1,1
5105,22,54,0,0,1,8,1,1,1
5106,18,57,0,0,1,8,1,1,1
5107,21,53,0,0,1,8,1,1,1
5108,22,58,0,0,1,8,1,1,1
5109,25,62,0,0,1,8,1,1,1
5110,26,67,0,0,1,8,1,1,1
5111,27,72,0,0,1,8,1,1,1
5112,27,77,0,0,1,8,1,1,1
5113,24,80,0,0,1,8,1,1,1
5114,22,85,0,0,1,8,1,1,1
5115,17,84,0,0,0,9,0,0,0
5116,14,88,0,0,1,9,1,1,1
5117,19,85,0,0,1,8,2,1,1
5118,21,90,0,0,1,7,2,1,1
5119,22,85,0,0,1,7,1,1,1
5120,18,83,0,0,1,7,1,1,1
5121,19,79,0,0,1,7,1,1,1
5122,21,83,0,0,1,7,1,1,1
5123,20,78,0,0,1,7,1,1,1
5124,24,81,0,0,1,7,1,1,1
5125,26,76,0,0,1,7,1,1,1
5126,21,77,0,0,1,7,1,1,1
5127,24,73,0,0,1,7,1,1,1
5128,21,77,0,0,1,7,1,1,1
5129,16,75,0,0,1,7,1,1,1
5130,11,74,0,0,1,7,1,1,1
5131,14,78,0,0,1,6,2,1,1
5132,17,74,0,0,1,6,1,1,1
5133,14,70,0,0,1,6,1,1,1
5134,9,70,0,0,1,6,1,1,1
5135,13,72,0,0,1,6,1,1,1
5136,9,75,0,0,1,6,1,1,1
5137,10,70,0,0,1,6,1,1,1
5138,12,65,0,0,0,7,0,0,0
5139,8,68,0,0,1,7,1,1,1
5140,3,68,0,0,1,7,1,1,1
5141,1,63,0,0,1,7,1,1,1
5142,5,61,0,0,1,7,1,1,1
5143,10,60,0,0,1,7,1,1,1
5144,14,57,0,0,1,7,1,1,1
5145,17,53,0,0,1,7,1,1,1
5146,17,48,0,0,1,7,1,1,1
5147,21,50,0,0,1,7,1,1,1
5148,18,54,0,0,0,8,0,0,0
5149,13,52,0,0,1,8,1,1,1
5150,9,50,0,0,1,8,1,1,1
5151,12,46,0,0,1,8,1,1,1
5152,9,41,0,0,1,8,1,1,1
5153,13,45,0,0,1,8,1,1,1
5154,12,40,0,0,1,8,1,1,1
5155,14,45,0,0,1,7,2,1,1
5156,18,43,0,0,1,7,1,1,1
5157,23,44,0,0,1,7,1,1,1
5158,24,49,0,0,1,7,1,1,1
5159,26,54,0,0,1,7,1,1,1
5160,31,54,0,0,1,7,1,1,1
5161,35,51,0,0,1,7,1,1,1
5162,31,48,0,0,1,7,1,1,1
5163,35,51,0,0,1,7,1,1,1
5164,39,48,0,0,1,6,1,1,1
5165,37,43,0,0,1,6,1,1,1
5166,41,47,0,0,1,6,1,1,1
5167,36,45,0,0,1,5,1,1,1
5168,33,49,0,0,1,4,1,1,1
5169,33,54,0,0,1,4,1,1,1
5170,29,57,0,0,0,5,0,0,0
5171,25,54,0,0,0,6,0,0,0
5172,29,50,0,0,0,7,0,0,0
5173,24,53,0,0,0,8,0,0,0
5174,27,48,0,0,1,7,2,1,1
5175,24,53,0,0,0,8,0,0,0
5176,29,51,5,0,5,8,1,5,1
5177,25,53,0,0,1,8,1,1,1
5178,23,58,0,0,1,8,1,1,1
5179,27,61,0,0,1,7,2,1,1
5180,22,61,0,0,1,7,1,1,1
5181,27,62,0,0,1,6,2,1,1
5182,30,66,0,0,0,7,0,0,0
5183,35,66,0,0,1,7,1,1,1
5184,31,67,0,0,1,6,2,1,2
5185,28,71,0,0,0,7,0,0,0
5186,26,76,0,0,1,6,2,1,1
5187,22,74,0,0,0,7,0,0,0
5188,23,69,0,0,1,7,1,1,1
5189,28,71,0,0,1,7,1,1,1
5190,32,73,0,0,0,7,0,0,0
5191,35,69,0,0,1,7,1,1,1
5192,31,67,0,0,1,7,1,1,1
5193,27,63,0,0,1,7,1,1,1
5194,24,66,0,0,1,6,2,1,1
5195,19,67,0,0,1,6,1,1,1
5196,24,67,0,0,1,6,1,1,1
5197,26,72,0,0,0,7,0,0,0
5198,31,73,0,0,1,7,1,1,1
5199,33,69,0,0,1,7,1,1,1
5200,31,64,0,0,1,7,1,1,1
5201,36,67,0,0,1,7,1,1,1
5202,35,62,0,0,1,7,1,1,1
5203,38,58,0,0,1,7,1,1,1
5204,33,59,0,0,1,6,1,1,1
5205,31,63,0,0,1,6,1,1,1
5206,33,59,0,0,1,6,1,1,1
5207,29,56,0,0,1,6,1,1,1
5208,33,53,0,0,1,6,1,1,1
5209,29,55,0,0,1,5,1,1,1
5210,28,50,0,0,1,5,1,1,1
5211,33,52,0,0,0,6,0,0,0
5212,29,48,0,0,1,6,1,1,1
5213,34,48,0,0,1,6,1,1,1
5214,29,46,0,0,1,6,1,1,1
5215,33,50,0,0,0,7,0,0,0
5216,31,55,0,0,0,7,0,0,0
5217,29,59,0,0,1,6,1,1,1
5218,33,56,0,0,0,7,0,0,0
5219,31,52,0,0,1,6,2,1,1
5220,26,50,0,0,0,6,0,0,0
5221,30,54,0,0,1,4,2,1,1
5222,35,54,0,0,0,5,0,0,0
5223,33,59,0,0,1,5,1,1,1
5224,29,62,0,0,1,4,1,1,1
5225,32,58,0,0,0,5,0,0,0
5226,27,56,0,0,0,6,0,0,0
5227,23,53,0,0,1,6,1,1,1
5228,28,55,0,0,1,6,1,1,1
5229,32,57,0,0,1,6,1,1,1
5230,35,53,0,0,1,6,1,1,1
5231,32,50,0,0,0,7,0,0,0
5232,37,50,0,0,1,7,1,1,1
5233,41,52,0,0,1,7,1,1,1
5234,39,47,0,0,1,7,1,1,1
5235,34,47,0,0,1,7,1,1,1
5236,29,49,0,0,1,7,1,1,1
5237,34,46,0,0,1,7,1,1,1
5238,38,43,0,0,0,8,0,0,0
5239,42,44,0,0,1,7,2,1,1
5240,47,43,0,0,0,8,0,0,0
5241,52,42,0,0,0,9,0,0,0
5242,54,37,5,0,5,8,2,5,1
5243,58,39,0,0,1,8,1,1,1
5244,53,39,0,0,0,9,0,0,0
5245,57,36,0,0,2,8,2,2,1
5246,62,33,5,5,8,7,1,8,1
5247,61,28,5,5,0,8,0,0,0
5248,64,32,5,5,0,9,0,0,0
5249,65,27,0,10,6,9,1,6,1
5250,70,26,0,5,1,8,2,1,1
5251,75,25,5,10,8,8,1,8,1
5252,79,26,5,10,0,9,0,0,0
5253,80,31,0,5,1,9,1,1,1
5254,75,31,0,0,1,9,1,1,1
5255,78,35,5,5,8,9,1,8,1
5256,76,31,10,10,8,9,1,8,1
5257,79,27,15,10,5,9,1,5,1
5258,75,26,10,5,1,8,2,1,1
5259,76,30,5,0,1,8,1,1,1
5260,73,26,0,0,4,8,1,4,1
5261,68,26,0,0,4,8,1,4,1
5262,72,24,0,0,4,8,1,4,1
5263,68,26,5,0,5,8,1,5,1
5264,64,29,0,0,1,7,2,1,1
5265,66,33,0,0,4,7,1,4,1
5266,63,29,0,0,1,6,2,1,1
5267,60,33,0,0,1,6,1,1,1
5268,65,32,0,0,0,7,0,0,0
5269,66,36,0,0,4,7,1,4,1
5270,66,31,0,0,0,8,0,0,0
5271,70,32,0,0,4,8,1,4,1
5272,72,28,0,0,1,7,2,1,1
5273,69,23,0,0,1,6,2,1,1
5274,74,25,0,0,4,6,1,4,1
5275,78,29,0,0,0,7,0,0,0
5276,73,27,0,0,0,8,0,0,0
5277,75,22,0,0,1,8,1,1,1
5278,80,20,0,0,1,6,3,1,1
5279,81,25,5,0,3,6,1,3,1
5280,76,24,0,0,1,6,1,1,1
5281,75,19,0,0,0,7,0,0,0
5282,79,22,0,0,1,6,2,1,1
5283,81,17,0,0,1,6,1,1,1
5284,86,16,0,0,1,6,1,1,1
5285,89,13,0,0,0,7,0,0,0
5286,90,18,0,0,1,6,2,1,1
5287,88,22,0,0,4,6,1,4,1
5288,93,23,0,0,4,6,1,4,1
5289,89,26,0,0,1,5,2,1,1
5290,90,21,0,0,0,6,0,0,0
5291,94,19,5,0,3,6,1,3,1
5292,89,19,0,0,4,6,1,4,1
5293,92,23,0,0,4,6,1,4,1
5294,93,28,0,0,4,6,1,4,1
5295,95,32,0,0,1,5,2,1,1
5296,98,28,0,0,4,5,1,4,1
5297,3,30,0,0,4,5,1,4,1
5298,1,35,0,0,4,5,1,4,1
5299,6,36,0,0,4,5,1,4,1
5300,5,31,0,0,0,6,0,0,0
5301,6,26,0,0,1,5,2,1,1
5302,8,21,0,0,0,6,0,0,0
5303,12,23,0,0,1,6,1,1,1
5304,8,21,0,0,0,7,0,0,0
5305,4,24,0,0,4,7,1,4,1
5306,100,27,0,0,1,6,2,1,1
5307,95,30,0,0,1,6,1,1,1
5308,94,35,0,0,1,6,1,1,1
5309,90,38,0,0,1,6,1,1,1
5310,91,43,0,0,1,6,1,1,1
5311,88,47,0,0,1,6,1,1,1
5312,84,49,0,0,0,7,0,0,0
5313,89,50,0,0,1,7,1,1,1
5314,84,52,0,0,1,6,2,1,1
5315,79,53,0,0,4,6,1,4,1
5316,82,49,0,0,2,6,1,2,1
5317,78,53,5,0,3,5,2,3,1
5318,74,50,0,0,4,5,1,4,1
5319,72,46,0,0,4,5,1,4,1
5320,72,51,0,0,0,6,0,0,0
5321,73,46,5,0,3,5,2,3,1
5322,77,42,5,0,0,6,0,0,0
5323,72,42,0,0,1,5,2,1,1
5324,74,47,0,0,4,5,1,4,1
5325,77,43,0,0,4,5,1,4,1
5326,74,47,0,0,2,5,1,2,1
5327,72,52,0,0,4,5,1,4,1
5328,77,53,0,0,2,5,1,2,1
5329,81,56,0,0,0,6,0,0,0
5330,86,55,0,0,4,6,1,4,1
5331,87,50,0,0,4,6,1,4,1
5332,87,45,0,0,4,6,1,4,1
5333,87,50,0,0,4,6,1,4,1
5334,91,47,0,0,4,6,1,4,1
5335,86,48,0,0,4,6,1,4,1
5336,81,49,0,0,4,6,1,4,1
5337,86,49,0,0,4,6,1,4,1
5338,83,52,0,0,0,7,0,0,0
5339,78,50,0,0,4,7,1,4,1
5340,74,52,0,0,4,7,1,4,1
5341,74,47,0,0,1,7,1,1,1
5342,78,44,0,0,4,7,1,4,1
5343,80,40,0,0,2,7,1,2,1
5344,77,36,0,0,2,7,1,2,1
5345,74,40,0,0,4,7,1,4,1
5346,79,42,0,0,4,7,1,4,1
5347,84,42,0,0,4,7,1,4,1
5348,84,37,0,0,4,7,1,4,1
5349,88,34,0,0,4,7,1,4,1
5350,87,29,0,0,4,7,1,4,1
5351,85,34,0,0,4,7,1,4,1
5352,90,34,0,0,4,7,1,4,1
5353,86,31,0,0,1,6,2,1,1
5354,82,34,0,0,4,6,1,4,1
5355,77,33,0,0,0,7,0,0,0
5356,73,36,0,0,1,7,1,1,1
5357,72,31,0,0,4,7,1,4,1
5358,74,27,0,0,1,6,2,1,1
5359,70,25,0,0,0,7,0,0,0
5360,75,25,0,0,0,8,0,0,0
5361,79,27,0,0,1,7,2,1,1
5362,75,30,0,0,4,7,1,4,1
5363,77,34,5,0,5,7,1,5,1
5364,82,37,5,0,0,8,0,0,0
5365,81,42,0,0,4,8,1,4,1
5366,86,43,0,0,4,8,1,4,1
5367,81,42,0,0,4,8,1,4,1
5368,84,46,0,0,0,9,0,0,0
5369,88,44,0,0,4,9,1,4,1
5370,93,42,0,0,4,9,1,4,1
5371,93,47,0,0,4,9,1,4,1
5372,96,44,0,0,4,9,1,4,1
5373,97,39,0,0,2,9,1,2,1
5374,92,39,0,0,4,9,1,4,1
5375,87,40,0,0,2,9,1,2,1
5376,84,44,0,0,1,7,3,1,2
5377,89,46,0,0,0,8,0,0,0
5378,86,49,0,0,1,6,3,1,1
5379,84,44,0,0,0,7,0,0,0
5380,85,40,0,0,0,8,0,0,0
5381,86,35,0,0,4,6,3,4,1
5382,91,32,0,0,4,6,1,4,1
5383,95,30,0,0,4,6,1,4,1
5384,92,35,0,0,4,6,1,4,1
5385,96,31,0,0,0,7,0,0,0
5386,92,33,0,0,4,6,2,4,1
5387,93,37,0,0,0,7,0,0,0
5388,89,36,0,0,4,6,2,4,1
5389,85,33,0,0,2,5,2,2,1
5390,80,32,0,0,0,6,0,0,0
5391,84,35,0,0,4,6,1,4,1
5392,87,31,0,0,4,6,1,4,1
5393,83,30,0,0,4,6,1,4,1
5394,80,26,0,0,4,6,1,4,1
5395,77,30,0,0,4,6,1,4,1
5396,72,30,0,0,4,6,1,4,1
5397,71,25,0,0,4,6,1,4,1
5398,66,25,0,0,4,6,1,4,1
5399,68,29,0,0,4,6,1,4,1
5400,63,27,0,0,2,6,1,2,1
5401,68,27,0,0,2,6,1,2,1
5402,73,28,0,0,4,6,1,4,1
5403,74,33,0,0,4,6,1,4,1
5404,79,33,0,0,4,6,1,4,1
5405,82,37,0,0,4,6,1,4,1
5406,79,41,0,0,4,6,1,4,1
5407,82,45,0,0,4,6,1,4,1
5408,82,40,0,0,4,6,1,4,1
5409,83,35,0,0,1,6,1,1,1
5410,83,30,0,0,1,5,2,1,1
5411,87,32,0,0,4,5,1,4,1
5412,91,35,0,0,0,6,0,0,0
5413,89,40,0,0,4,6,1,4,1
5414,84,41,0,0,4,6,1,4,1
5415,85,46,0,0,4,6,1,4,1
5416,80,48,0,0,4,6,1,4,1
5417,81,53,0,0,2,5,2,2,1
5418,82,48,0,0,0,6,0,0,0
5419,84,53,0,0,4,6,1,4,1
5420,87,48,0,0,4,6,1,4,1
5421,88,53,0,0,4,6,1,4,1
5422,91,57,0,0,1,6,1,1,1
5423,94,53,0,0,4,6,1,4,1
5424,98,51,0,0,1,6,1,1,1
5425,96,55,0,0,0,7,0,0,0
5426,1,54,0,0,4,6,1,4,1
5427,0,49,0,0,0,7,0,0,0
5428,1,54,0,0,0,8,0,0,0
5429,96,54,0,0,4,8,1,4,1
5430,93,50,0,0,4,8,1,4,1
5431,98,49,0,0,4,8,1,4,1
5432,96,53,0,0,1,8,1,1,1
5433,97,58,0,0,4,8,1,4,1
5434,2,57,0,0,1,8,1,1,1
5435,4,52,0,0,0,9,0,0,0
5436,99,52,0,0,4,9,1,4,1
