step,mouse_x,mouse_y,cat_x,cat_y,vision_slice,brain_energy,output_energy,output_action,move_dist
2060,54,13,100,0,3,9,1,3,1
2061,52,8,100,0,3,9,1,3,1
2062,47,9,100,0,3,9,1,3,1
2063,43,12,100,0,3,9,1,3,1
2064,46,8,100,0,0,10,0,0,0
2065,46,13,100,0,3,9,2,3,1
2066,51,10,100,0,0,10,0,0,0
2067,51,5,100,0,0,11,0,0,0
2068,55,3,100,0,5,11,1,5,1
2069,51,6,100,0,0,12,0,0,0
2070,55,3,100,0,3,11,2,3,2
2071,51,5,100,0,3,11,1,3,1
2072,54,1,100,0,3,11,1,3,1
2073,57,5,100,0,3,11,1,3,1
2074,61,3,100,0,3,11,1,3,1
2075,65,5,100,0,3,11,1,3,1
2076,67,1,100,0,3,10,2,3,1
2077,68,96,100,0,3,10,1,3,1
2078,70,92,100,0,0,11,0,0,0
2079,68,87,100,0,3,11,1,3,1
2080,73,85,100,0,3,11,1,3,1
2081,69,82,100,0,3,11,1,3,1
2082,74,84,100,0,0,11,0,0,0
2083,73,89,95,0,1,11,1,1,1
2084,71,93,90,0,1,11,1,1,1
2085,67,97,85,0,1,11,1,1,1
2086,66,92,80,0,1,11,1,1,1
2087,64,87,80,0,0,12,0,0,0
2088,59,88,80,0,0,13,0,0,0
2089,64,86,85,0,3,13,1,3,1
2090,65,81,80,0,1,13,1,1,1
2091,61,84,75,0,1,13,1,1,1
2092,64,88,70,0,1,13,1,1,1
2093,59,89,65,0,1,13,1,1,1
2094,56,86,60,0,1,13,1,1,1
2095,59,82,55,0,1,13,1,1,1
2096,62,86,50,0,1,13,1,1,1
2097,63,82,45,0,1,13,1,1,1
2098,59,78,40,0,1,13,1,1,1
2099,57,83,35,0,1,13,1,1,1
2100,52,80,40,0,3,13,1,3,1
2101,56,77,35,0,1,12,2,1,1
2102,57,72,30,0,1,11,2,1,1
2103,62,72,25,0,1,11,1,1,1
2104,58,69,20,5,6,10,2,6,1
2105,53,68,15,0,1,10,1,1,1
2106,57,71,10,0,1,10,1,1,1
2107,57,76,10,0,0,11,0,0,0
2108,61,72,5,0,1,9,3,1,1
2109,65,74,0,0,1,9,1,1,1
2110,69,70,0,0,1,9,1,1,1
2111,73,67,0,0,1,9,1,1,1
2112,68,65,0,0,4,9,1,4,1
2113,73,65,0,0,1,9,1,1,1
2114,76,61,0,0,1,9,1,1,1
2115,72,58,0,0,1,9,1,1,1
2116,68,61,0,0,1,9,1,1,1
2117,71,57,0,0,4,9,1,4,1
2118,67,59,0,0,0,10,0,0,0
2119,67,54,0,0,1,9,2,1,1
2120,63,58,0,0,1,9,1,1,1
2121,68,59,0,0,1,9,1,1,1
2122,68,64,0,0,0,10,0,0,0
2123,73,67,0,0,1,10,1,1,1
2124,68,64,5,0,3,10,1,3,1
2125,71,60,0,0,1,9,2,1,1
2126,66,60,0,0,0,10,0,0,0
2127,63,64,0,0,1,10,1,1,1
2128,67,66,0,0,1,10,1,1,1
2129,65,62,0,0,1,10,1,1,1
2130,69,59,0,0,0,11,0,0,0
2131,71,55,0,0,0,12,0,0,0
2132,74,51,0,0,1,11,2,1,1
2133,69,51,5,0,3,11,1,3,1
2134,67,55,10,0,3,11,1,3,1
2135,66,60,5,0,1,11,1,1,1
2136,62,57,0,0,1,11,1,1,1
2137,63,52,0,0,0,12,0,0,0
2138,63,57,0,0,1,11,2,1,1
2139,67,55,0,0,1,11,1,1,1
2140,66,60,0,0,1,11,1,1,1
2141,70,60,5,0,3,11,1,3,1
2142,66,58,5,0,0,12,0,0,0
2143,69,62,0,5,6,12,1,6,1
2144,70,57,0,0,1,11,2,1,1
2145,72,53,0,0,1,11,1,1,1
2146,73,58,0,0,1,10,2,1,1
2147,68,58,0,0,1,9,2,1,1
2148,67,53,0,0,1,8,2,1,1
2149,70,49,0,0,1,7,2,1,1
2150,75,48,0,0,0,8,0,0,0
2151,72,52,0,0,0,9,0,0,0
2152,67,52,0,0,1,9,1,1,1
2153,66,47,0,0,1,9,1,1,1
2154,64,42,0,0,2,9,1,2,1
2155,61,46,5,0,3,9,1,3,1
2156,66,45,5,0,0,10,0,0,0
2157,67,40,0,0,1,10,1,1,1
2158,69,44,0,0,1,9,2,1,1
2159,66,48,0,0,1,9,1,1,1
2160,61,46,5,0,3,9,1,3,1
2161,66,47,0,0,1,8,2,1,1
2162,69,42,0,0,1,8,1,1,1
2163,64,43,0,0,0,9,0,0,0
2164,61,38,0,0,1,8,2,1,1
2165,62,33,0,0,2,8,1,2,1
2166,65,37,0,0,0,9,0,0,0
2167,64,42,0,0,0,10,0,0,0
2168,63,37,0,0,1,9,2,1,1
2169,59,33,0,0,1,8,2,1,1
2170,63,29,0,0,0,9,0,0,0
2171,59,26,0,0,1,9,1,1,1
2172,64,28,0,0,1,9,1,1,1
2173,59,26,0,0,1,9,1,1,1
2174,60,21,0,0,1,8,2,1,1
2175,64,18,0,0,2,8,1,2,1
2176,60,17,0,0,2,8,1,2,1
2177,58,21,0,0,2,8,1,2,1
2178,54,19,5,0,5,8,1,5,1
2179,49,17,5,0,0,9,0,0,0
2180,52,21,0,0,1,8,2,1,1
2181,48,24,0,0,1,8,1,1,1
2182,45,28,0,0,2,7,2,2,1
2183,46,33,0,0,1,7,1,1,1
2184,42,36,0,5,7,7,1,7,1
2185,43,31,0,5,0,8,0,0,0
2186,45,27,0,0,1,7,2,1,1
2187,50,27,0,0,2,7,1,2,1
2188,45,27,0,0,0,8,0,0,0
2189,49,24,0,0,1,8,1,1,1
2190,44,22,0,0,1,8,1,1,1
2191,49,22,0,0,1,7,2,1,1
2192,46,25,0,0,2,7,1,2,1
2193,43,21,0,0,1,7,1,1,1
2194,43,16,0,0,1,7,1,1,1
2195,46,20,0,0,0,8,0,0,0
2196,42,17,0,0,1,8,1,1,1
2197,45,21,0,0,1,7,2,1,1
2198,40,21,0,0,0,8,0,0,0
2199,36,24,0,0,1,8,1,1,1
2200,39,28,0,0,1,8,1,1,1
2201,41,32,0,0,2,8,1,2,1
2202,39,36,0,0,1,8,1,1,1
2203,34,38,0,0,0,9,0,0,0
2204,30,34,0,0,0,10,0,0,0
2205,35,33,0,0,1,10,1,1,1
2206,31,31,0,0,1,9,2,1,1
2207,33,27,0,0,2,9,1,2,1
2208,36,31,0,5,6,9,1,6,1
2209,31,32,0,5,0,10,0,0,0
2210,35,29,0,5,0,11,0,0,0
2211,40,27,0,0,1,11,1,1,1
2212,40,32,0,0,4,10,2,4,1
2213,36,35,0,0,1,9,2,1,1
2214,41,33,0,0,0,10,0,0,0
2215,39,28,0,0,1,9,2,1,1
2216,34,29,0,0,0,10,0,0,0
2217,29,30,0,0,1,8,3,1,1
2218,33,26,0,0,0,9,0,0,0
2219,32,21,0,0,1,9,1,1,1
2220,37,23,0,0,1,8,2,1,1
2221,39,27,0,0,0,9,0,0,0
2222,34,25,0,0,1,9,1,1,1
2223,38,22,0,0,1,8,2,1,1
2224,34,25,0,0,0,9,0,0,0
2225,38,27,0,0,1,9,1,1,1
2226,36,23,0,0,1,8,2,1,1
2227,38,28,0,0,1,7,2,1,1
2228,36,23,0,0,0,8,0,0,0
2229,33,19,0,0,1,8,1,1,1
2230,38,20,0,5,6,8,1,6,1
2231,39,25,0,0,2,7,2,2,1
2232,39,20,0,0,1,7,1,1,1
2233,36,24,5,0,5,7,1,5,1
2234,37,19,5,0,0,8,0,0,0
2235,33,15,5,0,0,9,0,0,0
2236,30,19,0,0,1,9,1,1,1
2237,28,23,0,0,1,7,3,1,1
2238,32,26,0,0,2,7,1,2,1
2239,28,29,0,5,6,7,1,6,1
2240,26,24,0,5,0,8,0,0,0
2241,29,28,0,0,1,7,2,1,1
2242,34,27,0,0,0,8,0,0,0
2243,32,23,0,0,2,8,1,2,1
2244,34,18,0,10,6,7,2,6,2
2245,35,23,0,5,2,7,1,2,1
2246,30,21,5,0,3,7,1,3,1
2247,29,16,0,0,1,7,1,1,1
2248,28,11,0,0,0,8,0,0,0
2249,24,13,0,0,2,8,1,2,1
2250,28,15,0,0,1,8,1,1,1
2251,28,10,0,0,0,9,0,0,0
2252,25,5,0,0,1,9,1,1,1
2253,21,8,0,0,1,7,3,1,1
2254,26,8,5,0,3,7,1,3,1
2255,21,7,0,0,1,7,1,1,1
2256,19,2,0,0,1,7,1,1,1
2257,21,6,0,0,1,7,1,1,1
2258,19,11,5,0,3,7,1,3,1
2259,24,9,5,0,0,8,0,0,0
2260,29,10,0,0,1,8,1,1,1
2261,34,11,0,0,0,9,0,0,0
2262,38,12,0,0,1,9,1,1,1
2263,33,11,0,0,1,8,2,1,1
2264,31,7,0,0,1,7,2,1,1
2265,32,12,0,5,6,6,1,6,1
2266,32,7,0,0,1,6,1,1,1
2267,32,2,0,0,2,5,2,2,1
2268,37,1,0,0,0,6,0,0,0
2269,42,2,5,0,5,6,1,5,1
2270,39,6,5,0,0,7,0,0,0
2271,44,9,10,0,5,7,1,5,1
2272,39,8,15,0,5,7,1,5,1
2273,34,8,10,0,1,7,1,1,1
2274,31,12,5,0,1,7,1,1,1
2275,31,17,0,0,1,7,1,1,1
2276,26,19,0,0,0,7,0,0,0
2277,26,14,0,0,0,8,0,0,0
2278,29,10,5,0,3,8,1,3,1
2279,31,15,5,0,0,9,0,0,0
2280,36,13,0,0,1,9,1,1,1
2281,41,13,0,0,1,9,1,1,1
2282,44,17,0,0,0,10,0,0,0
2283,45,12,0,0,1,10,1,1,1
2284,50,11,5,0,5,10,1,5,1
2285,45,9,5,0,0,11,0,0,0
2286,49,5,10,5,8,11,1,8,1
2287,50,1,5,0,1,11,1,1,1
2288,50,6,0,0,1,10,2,1,1
2289,48,1,5,0,3,9,2,3,1
2290,47,6,0,0,1,9,1,1,1
2291,47,11,0,0,1,9,1,1,1
2292,47,6,5,0,3,8,2,3,1
2293,49,10,0,0,1,7,2,1,1
2294,44,11,0,0,0,8,0,0,0
2295,46,7,0,0,0,9,0,0,0
2296,41,7,5,0,3,9,1,3,1
2297,44,12,0,0,1,7,3,1,1
2298,46,8,0,0,1,7,1,1,1
2299,49,12,0,0,1,7,1,1,1
2300,52,15,0,0,1,7,1,1,1
2301,47,16,0,0,0,7,0,0,0
2302,43,19,0,0,1,7,1,1,1
2303,47,16,0,0,0,8,0,0,0
2304,43,18,0,0,1,8,1,1,1
2305,40,14,0,0,1,8,1,1,1
2306,44,14,0,0,0,9,0,0,0
2307,49,15,0,0,1,9,1,1,1
2308,54,16,0,0,1,9,1,1,1
2309,50,14,0,0,1,9,1,1,1
2310,46,17,0,0,1,7,3,1,2
2311,46,12,0,0,1,7,1,1,1
2312,46,17,0,0,1,7,1,1,1
2313,49,21,0,0,1,7,1,1,1
2314,53,24,0,0,1,7,1,1,1
2315,57,21,0,0,1,6,2,1,2
2316,62,21,0,0,0,7,0,0,0
2317,63,26,0,0,1,7,1,1,1
2318,67,22,0,0,1,6,2,1,2
2319,63,19,0,0,1,6,1,1,1
2320,64,24,0,0,0,7,0,0,0
2321,69,24,0,0,1,7,1,1,1
2322,64,25,0,0,1,6,2,1,2
2323,64,30,0,0,0,7,0,0,0
2324,68,27,0,0,0,8,0,0,0
2325,66,31,0,0,1,7,2,1,2
2326,70,34,0,0,0,8,0,0,0
2327,74,32,0,0,1,7,2,1,2
2328,70,29,0,0,4,7,1,4,1
2329,70,34,0,0,1,7,1,1,1
2330,74,36,0,0,1,7,1,1,1
2331,79,37,0,0,1,7,1,1,1
2332,77,33,0,0,1,7,1,1,1
2333,82,32,0,0,1,7,1,1,1
2334,87,30,0,0,1,7,1,1,1
2335,90,34,0,0,0,8,0,0,0
2336,85,34,0,0,1,8,1,1,1
2337,83,39,0,0,1,8,1,1,1
2338,85,43,0,0,1,7,2,1,2
2339,86,48,0,0,1,7,1,1,1
2340,82,50,0,0,0,8,0,0,0
2341,77,49,0,0,1,7,2,1,1
2342,76,44,0,0,1,7,1,1,1
2343,71,44,0,0,1,7,1,1,1
2344,76,45,0,0,0,8,0,0,0
2345,73,49,0,0,1,8,1,1,1
2346,73,54,0,0,1,8,1,1,1
2347,70,50,0,0,0,9,0,0,0
2348,73,54,0,0,1,9,1,1,1
2349,72,59,0,0,1,9,1,1,1
2350,77,59,0,0,1,8,2,1,2
2351,73,62,5,0,3,8,1,3,1
2352,72,67,0,0,1,7,2,1,1
2353,77,66,0,0,1,7,1,1,1
2354,82,66,0,0,1,6,2,1,1
2355,86,62,0,0,0,7,0,0,0
2356,85,58,0,0,0,8,0,0,0
2357,86,53,0,0,1,8,1,1,1
2358,91,55,0,0,1,8,1,1,1
2359,95,58,0,0,1,8,1,1,1
2360,99,55,0,0,1,7,2,1,1
2361,94,54,0,0,1,7,1,1,1
2362,89,52,0,0,1,7,1,1,1
2363,94,54,0,0,1,7,1,1,1
2364,89,56,0,0,1,7,1,1,1
2365,93,52,0,0,1,6,2,1,1
2366,90,56,0,0,1,5,2,1,1
2367,85,55,0,0,0,6,0,0,0
2368,80,58,0,0,0,7,0,0,0
2369,83,54,0,0,1,7,1,1,1
2370,88,56,0,0,1,6,2,1,1
2371,87,51,0,0,2,6,1,2,1
2372,89,47,5,0,3,6,1,3,1
2373,88,42,0,0,1,6,1,1,1
2374,84,38,0,0,0,7,0,0,0
2375,79,37,0,0,1,7,1,1,1
2376,82,42,0,0,1,6,2,1,1
2377,84,38,0,0,0,7,0,0,0
2378,81,33,0,0,1,7,1,1,1
2379,85,37,0,0,1,7,1,1,1
2380,80,39,0,0,1,7,1,1,1
2381,78,43,0,0,1,6,2,1,1
2382,82,45,0,0,2,6,1,2,1
2383,86,49,0,0,0,7,0,0,0
2384,82,53,0,0,1,7,1,1,1
2385,77,53,0,0,0,8,0,0,0
2386,79,49,0,0,1,7,1,1,1
2387,76,44,0,0,1,7,1,1,1
2388,80,42,0,0,1,6,2,1,1
2389,76,39,0,0,0,7,0,0,0
2390,74,34,0,0,0,8,0,0,0
2391,79,35,0,0,1,8,1,1,1
2392,80,30,0,0,0,9,0,0,0
2393,78,25,0,0,1,8,2,1,1
2394,83,25,0,0,0,9,0,0,0
2395,88,24,0,0,1,8,2,1,1
2396,83,25,0,0,1,8,1,1,1
2397,79,22,0,0,1,7,2,1,1
2398,82,25,0,0,1,7,1,1,1
2399,84,21,0,0,1,6,2,1,1
2400,89,18,0,0,0,7,0,0,0
2401,88,13,0,0,1,7,1,1,1
2402,86,9,0,0,1,7,1,1,1
2403,82,12,0,0,1,7,1,1,1
2404,80,7,0,0,1,7,1,1,1
2405,76,10,0,0,1,7,1,1,1
2406,71,10,0,0,1,7,1,1,1
2407,67,13,0,0,1,7,1,1,1
2408,63,16,0,0,1,7,1,1,1
2409,58,17,0,0,1,7,1,1,1
2410,53,18,0,0,2,7,1,2,1
2411,58,20,0,0,1,7,1,1,1
2412,53,18,0,0,1,7,1,1,1
2413,58,20,0,0,1,7,1,1,1
2414,54,24,0,0,0,8,0,0,0
2415,50,22,0,0,1,8,1,1,1
2416,48,27,0,0,1,8,1,1,1
2417,47,32,0,0,1,8,1,1,1
2418,48,37,0,0,1,8,1,1,1
2419,53,35,0,0,0,8,0,0,0
2420,56,39,0,0,1,7,2,1,2
2421,57,34,0,0,0,8,0,0,0
2422,62,33,0,0,1,7,2,1,1
2423,58,30,0,0,1,6,2,1,1
2424,60,35,0,0,0,7,0,0,0
2425,55,34,0,0,1,7,1,1,1
2426,58,37,0,0,1,7,1,1,1
2427,54,35,0,0,1,7,1,1,1
2428,59,36,0,0,1,7,1,1,1
2429,55,33,0,0,1,7,1,1,1
2430,51,31,0,0,1,7,1,1,1
2431,46,29,0,0,1,7,1,1,1
2432,43,25,0,0,0,8,0,0,0
2433,47,27,0,0,1,8,1,1,1
2434,46,22,0,0,1,7,2,1,1
2435,47,27,0,0,2,7,1,2,1
2436,42,25,0,0,1,7,1,1,1
2437,43,21,0,0,1,7,1,1,1
2438,39,19,0,0,0,8,0,0,0
2439,43,22,0,0,1,8,1,1,1
2440,47,20,0,0,1,7,2,1,1
2441,45,16,0,0,1,7,1,1,1
2442,44,20,0,0,1,7,1,1,1
2443,47,24,0,0,1,7,1,1,1
2444,43,27,0,0,1,7,1,1,1
2445,46,31,0,0,1,7,1,1,1
2446,51,31,0,0,0,8,0,0,0
2447,52,26,0,0,1,8,1,1,1
2448,48,29,0,0,1,8,1,1,1
2449,43,30,0,0,2,8,1,2,1
2450,47,28,0,0,1,7,2,1,1
2451,42,27,0,0,2,7,1,2,1
2452,45,31,0,0,1,7,1,1,1
2453,50,31,0,0,1,7,1,1,1
2454,48,26,0,0,1,7,1,1,1
2455,51,22,0,0,1,7,1,1,1
2456,54,26,0,0,1,7,1,1,1
2457,52,21,0,0,1,7,1,1,1
2458,57,21,0,0,0,8,0,0,0
2459,61,18,0,0,1,7,2,1,1
2460,57,21,0,0,1,6,2,1,1
2461,54,25,0,0,0,7,0,0,0
2462,53,20,0,0,1,7,1,1,1
2463,57,17,0,0,1,7,1,1,1
2464,60,21,0,0,1,7,1,1,1
2465,64,18,0,0,1,7,1,1,1
2466,63,13,0,0,1,7,1,1,1
2467,66,17,0,0,1,7,1,1,1
2468,64,13,0,0,0,8,0,0,0
2469,59,11,0,0,1,8,1,1,1
2470,59,16,0,0,1,8,1,1,1
2471,57,11,0,0,1,8,1,1,1
2472,62,12,0,0,1,8,1,1,1
2473,66,14,0,0,1,8,1,1,1
2474,66,19,0,0,1,7,2,1,1
2475,61,21,0,0,1,7,1,1,1
2476,65,18,0,0,1,7,1,1,1
2477,69,15,0,0,1,7,1,1,1
2478,74,17,0,0,1,7,1,1,1
2479,70,20,0,0,1,7,1,1,1
2480,67,16,0,0,1,7,1,1,1
2481,63,13,0,0,1,7,1,1,1
2482,61,9,0,0,1,7,1,1,1
2483,65,11,0,0,1,7,1,1,1
2484,67,16,0,0,0,8,0,0,0
2485,65,20,0,0,0,9,0,0,0
2486,61,19,0,0,1,9,1,1,1
2487,56,19,0,0,1,9,1,1,1
2488,52,16,0,0,1,9,1,1,1
2489,52,11,0,0,1,9,1,1,1
2490,57,10,0,0,1,8,2,1,2
2491,56,5,0,0,0,9,0,0,0
2492,55,1,0,0,1,9,1,1,1
2493,58,97,0,0,1,9,1,1,1
2494,62,99,0,0,1,9,1,1,1
2495,62,4,0,0,1,8,2,1,2
2496,59,8,0,0,0,9,0,0,0
2497,54,6,0,0,1,8,2,1,1
2498,49,7,0,0,1,8,1,1,1
2499,45,5,0,0,1,8,1,1,1
2500,42,10,0,0,1,8,1,1,1
2501,47,9,0,0,1,7,2,1,1
2502,42,10,0,0,1,7,1,1,1
2503,46,7,0,0,1,7,1,1,1
2504,51,4,0,0,1,7,1,1,1
2505,48,100,0,0,1,7,1,1,1
2506,50,4,0,0,1,7,1,1,1
2507,46,1,0,0,1,7,1,1,1
2508,50,99,0,0,1,7,1,1,1
2509,48,94,0,0,1,7,1,1,1
2510,53,95,0,0,0,8,0,0,0
2511,48,96,0,0,1,8,1,1,1
2512,53,94,0,0,1,8,1,1,1
2513,57,97,0,0,1,7,1,1,1
2514,52,96,0,0,1,7,1,1,1
2515,47,97,0,0,1,6,2,1,1
2516,49,93,0,0,0,7,0,0,0
2517,45,90,0,0,1,7,1,1,1
2518,41,92,0,0,1,7,1,1,1
2519,45,94,0,0,1,7,1,1,1
2520,48,98,0,0,1,7,1,1,1
2521,46,93,0,0,0,8,0,0,0
2522,48,98,0,0,1,8,1,1,1
2523,53,98,0,0,0,9,0,0,0
2524,57,1,0,0,0,10,0,0,0
2525,52,1,0,0,0,11,0,0,0
2526,49,96,0,0,4,11,1,4,1
2527,49,91,0,0,0,12,0,0,0
2528,47,87,0,0,1,12,1,1,1
2529,51,83,0,0,1,12,1,1,1
2530,46,81,0,0,1,12,1,1,1
2531,48,86,0,0,1,12,1,1,1
2532,53,85,0,0,1,12,1,1,1
2533,50,89,0,0,1,12,1,1,1
2534,48,85,0,0,1,12,1,1,1
2535,52,83,0,0,1,11,2,1,1
2536,53,78,0,0,1,11,1,1,1
2537,48,79,0,0,1,11,1,1,1
2538,51,75,0,0,0,12,0,0,0
2539,51,80,0,0,1,12,1,1,1
2540,55,79,0,0,1,12,1,1,1
2541,53,84,0,0,1,12,1,1,1
2542,58,84,0,0,1,12,1,1,1
2543,62,80,0,0,1,12,1,1,1
2544,66,77,0,0,0,13,0,0,0
2545,68,73,0,0,1,13,1,1,1
2546,66,68,0,0,0,14,0,0,0
2547,61,67,0,0,1,13,2,1,1
2548,65,63,0,0,1,13,1,1,1
2549,61,67,0,0,1,12,1,1,1
2550,65,63,0,0,1,12,1,1,1
2551,64,68,0,0,1,12,1,1,1
2552,63,73,0,0,1,12,1,1,1
2553,61,69,0,0,1,12,1,1,1
2554,65,66,0,0,1,12,1,1,1
2555,60,64,0,0,1,12,1,1,1
2556,59,59,0,0,1,11,1,1,1
2557,60,54,0,0,1,11,1,1,1
2558,65,54,0,0,1,11,1,1,1
2559,65,59,0,0,0,12,0,0,0
2560,70,57,0,0,1,11,2,1,1
2561,72,53,0,0,1,10,1,1,1
2562,77,53,0,0,2,9,2,2,1
2563,81,52,0,0,0,10,0,0,0
2564,78,48,0,0,1,10,1,1,1
2565,80,44,0,0,0,11,0,0,0
2566,75,43,0,0,1,10,2,1,1
2567,76,48,0,0,4,10,1,4,1
2568,79,44,0,0,1,9,2,1,1
2569,74,45,0,0,1,9,1,1,1
2570,70,43,0,0,1,9,1,1,1
2571,67,48,0,0,1,9,1,1,1
2572,72,50,0,0,1,8,2,1,1
2573,67,48,0,5,6,8,1,6,1
2574,64,44,0,0,1,7,2,1,1
2575,67,40,0,0,1,7,1,1,1
2576,64,36,0,0,1,7,1,1,1
2577,61,40,0,5,6,7,1,6,1
2578,57,36,0,0,1,6,2,1,1
2579,53,38,0,0,0,7,0,0,0
2580,53,33,0,0,0,8,0,0,0
2581,54,28,0,0,1,8,1,1,1
2582,59,30,0,0,1,7,2,1,1
2583,60,25,0,0,1,7,1,1,1
2584,55,25,0,0,0,8,0,0,0
2585,53,20,0,0,1,8,1,1,1
2586,56,16,0,0,2,8,1,2,1
2587,60,20,0,0,0,9,0,0,0
2588,58,15,0,0,1,8,2,1,1
2589,60,10,0,0,1,8,1,1,1
2590,60,5,0,0,1,7,2,1,1
2591,55,4,0,0,0,8,0,0,0
2592,55,9,0,0,0,9,0,0,0
2593,60,9,0,0,1,9,1,1,1
2594,61,14,0,0,0,10,0,0,0
2595,61,9,0,0,1,10,1,1,1
2596,64,5,0,0,1,9,2,1,1
2597,68,2,0,0,1,9,1,1,1
2598,68,7,0,0,1,9,1,1,1
2599,73,7,0,0,0,10,0,0,0
2600,73,12,0,0,1,9,2,1,1
2601,68,10,0,0,0,10,0,0,0
2602,71,6,0,0,1,9,2,1,1
2603,76,7,0,0,0,10,0,0,0
2604,81,7,0,0,1,10,1,1,1
2605,85,4,0,0,1,10,1,1,1
2606,89,7,0,0,1,10,1,1,1
2607,86,11,0,0,1,10,1,1,1
2608,82,8,0,0,1,10,1,1,1
2609,77,8,0,0,1,10,1,1,1
2610,81,11,0,0,1,9,2,1,1
2611,76,12,0,5,6,9,1,6,1
2612,71,11,0,0,1,8,2,1,1
2613,73,6,0,0,1,7,2,1,1
2614,77,10,0,0,0,8,0,0,0
2615,75,5,0,0,1,8,1,1,1
2616,78,9,0,0,1,8,1,1,1
2617,82,7,0,5,7,8,1,7,1
2618,85,3,0,5,4,8,1,4,1
2619,83,8,0,0,1,8,1,1,1
2620,82,13,0,0,1,8,1,1,1
2621,87,12,0,0,1,8,1,1,1
2622,87,7,0,0,1,8,1,1,1
2623,89,3,0,0,1,8,1,1,1
2624,85,6,0,0,0,9,0,0,0
2625,80,8,0,0,1,9,1,1,1
2626,85,10,0,0,1,9,1,1,1
2627,86,15,0,0,1,9,1,1,1
2628,85,20,0,0,1,9,1,1,1
2629,84,25,0,0,1,9,1,1,1
2630,80,27,0,0,1,8,2,1,1
2631,75,29,0,0,0,9,0,0,0
2632,70,30,0,0,1,9,1,1,1
2633,66,33,0,0,1,8,2,1,1
2634,71,32,0,0,1,8,1,1,1
2635,66,30,0,0,1,7,2,1,1
2636,69,26,0,0,1,7,1,1,1
2637,73,24,0,0,0,8,0,0,0
2638,72,29,0,0,1,8,1,1,1
2639,71,34,0,0,1,8,1,1,1
2640,67,32,0,0,1,8,1,1,1
2641,68,27,0,0,1,8,1,1,1
2642,72,30,0,0,1,7,2,1,1
2643,67,30,0,0,0,8,0,0,0
2644,62,32,0,0,1,8,1,1,1
2645,59,28,0,0,1,8,1,1,1
2646,63,30,0,0,1,8,1,1,1
2647,67,26,0,0,1,8,1,1,1
2648,63,25,0,0,1,8,1,1,1
2649,63,20,0,0,1,8,1,1,1
2650,64,15,0,0,1,8,1,1,1
2651,62,20,0,0,1,8,1,1,1
2652,67,21,0,0,1,8,1,1,1
2653,72,22,0,0,1,8,1,1,1
2654,75,18,0,0,0,9,0,0,0
2655,73,22,0,0,1,9,1,1,1
2656,78,20,0,0,1,9,1,1,1
2657,76,15,0,0,1,9,1,1,1
2658,80,12,0,0,1,9,1,1,1
2659,78,16,0,0,1,9,1,1,1
2660,81,21,0,0,0,10,0,0,0
2661,77,18,0,0,1,10,1,1,1
2662,82,19,0,0,1,10,1,1,1
2663,78,17,0,0,1,10,1,1,1
2664,78,21,0,0,0,11,0,0,0
2665,81,18,0,0,0,12,0,0,0
2666,86,16,0,0,1,12,1,1,1
2667,91,15,0,0,1,12,1,1,1
2668,96,13,0,0,1,12,1,1,1
2669,100,16,0,0,1,12,1,1,1
2670,5,16,0,0,1,12,1,1,1
2671,100,15,0,0,1,12,1,1,1
2672,95,16,0,0,1,12,1,1,1
2673,100,17,0,0,1,12,1,1,1
2674,4,14,0,0,1,12,1,1,1
2675,3,10,0,0,1,12,1,1,1
2676,1,14,0,0,1,12,1,1,1
2677,98,11,0,0,1,9,2,1,1
2678,1,7,0,0,0,10,0,0,0
2679,97,10,0,0,1,9,1,1,1
2680,98,5,0,0,1,9,1,1,1
2681,93,4,0,0,1,9,1,1,1
2682,97,8,0,0,2,9,1,2,1
2683,92,9,0,0,1,9,1,1,1
2684,87,9,0,0,1,9,1,1,1
2685,89,14,0,0,1,9,1,1,1
2686,91,19,0,0,1,9,1,1,1
2687,90,24,0,0,1,9,1,1,1
2688,95,25,0,0,1,8,2,1,1
2689,92,28,0,0,1,8,1,1,1
2690,88,25,0,0,1,8,1,1,1
2691,92,22,0,0,1,8,1,1,1
2692,91,17,0,0,1,8,1,1,1
2693,96,17,0,0,1,8,1,1,1
2694,91,15,0,0,1,8,1,1,1
2695,87,13,0,0,1,8,1,1,1
2696,89,17,0,0,1,8,1,1,1
2697,91,12,0,5,7,8,1,7,1
2698,94,9,0,0,1,8,1,1,1
2699,98,6,0,0,1,8,1,1,1
2700,3,7,0,0,1,8,1,1,1
2701,98,7,0,0,1,8,1,1,1
2702,97,2,0,0,1,8,1,1,1
2703,98,7,0,0,1,8,1,1,1
2704,100,2,0,0,1,8,1,1,1
2705,96,5,0,0,1,8,1,1,1
2706,93,10,0,0,1,8,1,1,1
2707,94,5,0,0,1,7,2,1,1
2708,89,6,0,0,0,8,0,0,0
2709,92,10,0,0,1,8,1,1,1
2710,96,7,0,0,1,8,1,1,1
2711,96,2,0,0,1,8,1,1,1
2712,99,98,0,0,1,8,1,1,1
2713,96,2,0,0,1,8,1,1,1
2714,1,0,0,0,1,8,1,1,1
2715,5,97,0,0,1,8,1,1,1
2716,5,2,0,0,1,8,1,1,1
2717,1,5,0,0,1,8,1,1,1
2718,1,100,0,0,1,8,1,1,1
2719,0,95,0,0,1,8,1,1,1
2720,2,90,0,0,1,8,1,1,1
2721,2,95,0,0,1,8,1,1,1
2722,6,98,0,0,1,8,1,1,1
2723,5,3,0,0,1,8,1,1,1
