bar,mouse_x,mouse_y,cat_x,cat_y,vision_slice,brain_energy,output_energy,output_action,move_dist
182,50,50,0,0,0,1,0,0,0
183,50,50,0,0,1,0,2,1,1
184,50,50,0,0,4,0,1,4,1
185,50,50,0,0,4,0,1,4,1
186,50,50,0,0,1,0,1,1,1
187,50,50,0,0,4,0,1,4,1
188,50,50,0,0,4,0,1,4,1
189,50,50,0,0,1,0,1,1,1
190,50,50,5,0,3,0,1,3,1
191,50,50,0,0,4,0,1,4,1
192,50,50,0,0,1,0,1,1,1
193,50,50,0,0,4,0,1,4,1
194,50,50,0,0,2,0,1,2,1
195,50,50,0,0,4,0,1,4,1
196,50,50,0,0,4,0,1,4,1
197,50,50,5,0,3,0,1,3,1
198,50,50,5,0,0,1,0,0,0
199,50,50,10,0,3,0,2,3,1
200,50,50,10,0,2,0,1,2,1
201,50,50,15,0,3,0,1,3,1
202,50,50,20,0,3,0,1,3,1
203,50,50,25,0,3,0,1,3,1
204,50,50,25,0,2,0,1,2,1
205,50,50,30,0,3,0,1,3,1
206,50,50,35,0,3,0,1,3,1
207,50,50,40,0,3,0,1,3,1
208,50,50,45,0,3,0,1,3,1
209,50,50,50,0,3,0,1,3,1
210,50,50,50,0,0,1,0,0,0
211,50,50,55,0,3,1,1,3,1
212,50,50,65,0,3,0,2,3,2
213,50,50,65,0,2,0,1,2,1
214,50,50,70,0,3,0,1,3,1
215,50,50,75,0,3,0,1,3,1
216,50,50,75,0,0,1,0,0,0
217,50,50,80,0,3,1,1,3,1
218,50,50,85,0,3,1,1,3,1
219,50,50,80,0,1,0,2,1,1
220,50,50,85,0,3,0,1,3,1
221,50,50,90,0,3,0,1,3,1
222,50,50,95,0,3,0,1,3,1
223,50,50,100,0,3,0,1,3,1
224,50,50,100,0,0,1,0,0,0
225,50,50,100,0,3,1,1,3,1
226,50,50,100,0,2,0,2,2,1
227,50,50,100,0,0,1,0,0,0
228,50,50,100,0,3,1,1,3,1
229,50,50,100,0,3,0,2,3,1
230,50,50,100,0,0,1,0,0,0
231,50,50,100,0,0,2,0,0,0
232,50,50,90,0,4,1,2,4,2
233,50,50,80,0,4,0,2,4,2
234,50,50,75,0,4,0,1,4,1
235,50,50,70,0,4,0,1,4,1
236,50,50,65,0,4,0,1,4,1
237,50,50,60,0,4,0,1,4,1
238,50,50,55,0,4,0,1,4,1
239,50,50,50,0,4,0,1,4,1
240,50,50,45,0,4,0,1,4,1
241,50,50,45,0,0,1,0,0,0
242,50,50,55,0,3,0,2,3,2
243,50,50,50,0,4,0,1,4,1
244,50,50,45,0,4,0,1,4,1
245,50,50,45,0,0,1,0,0,0
246,50,50,40,0,4,0,2,4,1
247,50,50,40,0,0,1,0,0,0
248,50,50,45,0,5,1,1,5,1
249,50,50,45,0,0,2,0,0,0
250,50,50,40,0,4,2,1,4,1
251,50,50,35,0,4,2,1,4,1
252,50,50,30,0,4,2,1,4,1
253,50,50,25,0,4,2,1,4,1
254,50,50,20,0,4,2,1,4,1
255,50,50,15,0,4,2,1,4,1
256,50,50,10,0,4,2,1,4,1
257,50,50,5,0,4,2,1,4,1
258,50,50,0,0,4,2,1,4,1
259,50,50,0,0,4,2,1,4,1
260,50,50,0,0,4,2,1,4,1
261,50,50,0,0,4,2,1,4,1
262,50,50,0,0,4,2,1,4,1
263,50,50,0,0,4,2,1,4,1
264,50,50,0,0,0,3,0,0,0
265,50,50,0,0,4,2,2,4,1
266,50,50,0,0,4,1,2,4,1
267,50,50,0,0,4,0,2,4,2
268,50,50,0,0,0,1,0,0,0
269,50,50,0,0,4,0,2,4,1
270,50,50,0,0,4,0,1,4,1
271,50,50,5,0,3,0,1,3,1
272,50,50,10,0,3,0,1,3,1
273,50,50,15,0,3,0,1,3,1
274,50,50,20,0,3,0,1,3,1
275,50,50,25,0,3,0,1,3,1
276,50,50,30,0,3,0,1,3,1
277,50,50,35,0,3,0,1,3,1
278,50,50,40,0,3,0,1,3,1
279,50,50,45,0,3,0,1,3,1
280,50,50,50,0,3,0,1,3,1
281,50,50,55,0,3,0,1,3,1
282,50,50,55,0,0,1,0,0,0
283,50,50,50,0,1,0,2,1,1
284,50,50,55,0,3,0,1,3,1
285,50,50,50,0,1,0,1,1,1
286,50,50,55,0,3,0,1,3,1
287,50,50,60,0,3,0,1,3,1
288,50,50,65,0,3,0,1,3,1
289,50,50,70,0,3,0,1,3,1
290,50,50,75,0,3,0,1,3,1
291,50,50,75,0,0,1,0,0,0
292,50,50,70,0,4,1,1,4,1
293,50,50,75,0,3,1,1,3,1
294,50,50,70,0,1,0,2,1,1
295,50,50,70,0,0,1,0,0,0
296,50,50,70,0,2,1,1,2,1
297,50,50,65,0,1,1,1,1,1
298,50,50,65,0,2,0,2,2,1
299,50,50,70,0,3,0,1,3,1
300,50,50,75,0,3,0,1,3,1
301,50,50,70,0,1,0,1,1,1
302,50,50,75,0,3,0,1,3,1
303,50,50,80,0,3,0,1,3,1
304,50,50,80,0,0,1,0,0,0
305,50,50,85,0,3,0,2,3,1
306,50,50,90,0,3,0,1,3,1
307,50,50,95,0,3,0,1,3,1
308,50,50,95,0,0,1,0,0,0
309,50,50,100,0,3,0,2,3,1
310,50,50,95,5,6,0,1,6,1
311,50,50,90,0,1,0,1,1,1
312,50,50,95,0,3,0,1,3,1
313,50,50,100,0,3,0,1,3,1
314,50,50,95,5,6,0,1,6,1
315,50,50,90,10,6,0,1,6,1
316,50,50,85,15,6,0,1,6,1
317,50,50,80,20,6,0,1,6,1
318,50,50,75,25,6,0,1,6,1
319,50,50,70,30,6,0,1,6,1
320,50,50,65,35,6,0,1,6,1
321,50,50,60,40,6,0,1,6,1
322,50,50,55,45,6,0,1,6,1
323,50,50,50,50,6,0,1,6,1
