bar,mouse_x,mouse_y,cat_x,cat_y,vision_slice,brain_energy,output_energy,output_action,move_dist
182,50,50,45,100,6,1,1,6,1
183,50,50,40,100,6,1,1,6,1
184,50,50,40,100,0,2,0,0,0
185,50,50,40,100,0,3,0,0,0
186,50,50,40,100,0,4,0,0,0
187,50,50,35,100,4,4,1,4,1
188,50,50,35,100,0,5,0,0,0
189,50,50,45,100,8,4,2,8,2
190,50,50,55,100,8,3,2,8,2
191,50,50,60,100,8,3,1,8,1
192,50,50,50,100,6,2,2,6,2
193,50,50,50,100,0,3,0,0,0
194,50,50,55,100,8,3,1,8,1
195,50,50,60,100,5,3,1,5,1
196,50,50,60,100,0,4,0,0,0
197,50,50,65,100,5,3,2,5,1
198,50,50,70,100,8,3,1,8,1
199,50,50,75,95,3,3,1,3,1
200,50,50,80,90,3,3,1,3,1
201,50,50,85,85,3,3,1,3,1
202,50,50,90,80,3,3,1,3,1
203,50,50,95,75,3,2,2,3,1
204,50,50,95,75,0,2,0,0,0
205,50,50,100,75,5,2,1,5,1
206,50,50,100,75,5,1,2,5,2
207,50,50,100,75,5,1,1,5,1
208,50,50,100,75,5,1,1,5,1
209,50,50,100,75,5,1,1,5,1
210,50,50,95,70,1,1,1,1,1
211,50,50,95,70,0,2,0,0,0
212,50,50,85,60,1,1,2,1,2
213,50,50,80,55,1,1,1,1,1
214,50,50,75,50,1,1,1,1,1
215,50,50,70,45,1,1,1,1,1
216,50,50,65,40,1,1,1,1,1
217,50,50,60,35,1,1,1,1,1
218,50,50,55,35,4,1,1,4,1
219,50,50,50,35,4,1,1,4,1
220,50,50,45,35,4,1,1,4,1
221,50,50,50,35,5,1,1,5,1
222,50,50,45,40,6,1,1,6,1
223,50,50,40,45,6,1,1,6,1
224,50,50,40,45,0,2,0,0,0
225,50,50,40,45,0,3,0,0,0
226,50,50,35,40,1,3,1,1,1
227,50,50,25,30,1,2,2,1,2
228,50,50,25,30,0,3,0,0,0
229,50,50,15,20,1,2,2,1,2
230,50,50,10,15,1,2,1,1,1
231,50,50,10,10,2,2,1,2,1
232,50,50,5,5,1,2,1,1,1
233,50,50,5,5,0,3,0,0,0
234,50,50,5,5,0,4,0,0,0
235,50,50,0,0,1,3,1,1,1
236,50,50,0,0,0,3,0,0,0
237,50,50,0,0,0,3,0,0,0
238,50,50,0,0,0,3,0,0,0
239,50,50,0,0,0,3,0,0,0
240,50,50,0,0,0,3,0,0,0
241,50,50,0,0,0,3,0,0,0
242,50,50,0,0,0,3,0,0,0
243,50,50,0,0,0,3,0,0,0
244,50,50,0,0,0,3,0,0,0
245,50,50,0,0,0,3,0,0,0
246,50,50,0,0,0,3,0,0,0
247,50,50,0,0,0,3,0,0,0
248,50,50,0,0,0,3,0,0,0
249,50,50,0,0,0,3,0,0,0
250,50,50,5,0,3,2,1,3,1
251,50,50,5,0,0,2,0,0,0
252,50,50,5,0,0,2,0,0,0
253,50,50,5,0,0,2,0,0,0
254,50,50,5,0,0,2,0,0,0
255,50,50,5,0,0,2,0,0,0
256,50,50,5,0,0,2,0,0,0
257,50,50,5,0,2,2,1,2,1
258,50,50,10,0,3,1,1,3,1
259,50,50,15,0,3,1,1,3,1
260,50,50,20,0,3,1,1,3,1
261,50,50,20,0,0,2,0,0,0
262,50,50,30,0,3,1,2,3,2
263,50,50,35,0,3,1,1,3,1
264,50,50,40,0,3,1,1,3,1
265,50,50,45,0,3,1,1,3,1
266,50,50,50,0,3,1,1,3,1
267,50,50,50,5,7,1,1,7,1
268,50,50,50,5,0,2,0,0,0
269,50,50,50,10,7,2,1,7,1
270,50,50,50,15,7,2,1,7,1
271,50,50,50,20,7,2,1,7,1
272,50,50,55,20,5,2,1,5,1
273,50,50,55,20,0,3,0,0,0
274,50,50,55,20,0,4,0,0,0
275,50,50,55,25,7,4,1,7,1
276,50,50,60,25,5,4,1,5,1
277,50,50,65,25,5,3,2,5,1
278,50,50,65,25,0,4,0,0,0
279,50,50,65,30,7,4,1,7,1
280,50,50,70,30,5,3,2,5,1
281,50,50,70,30,0,4,0,0,0
282,50,50,75,30,5,3,2,5,1
283,50,50,75,30,0,4,0,0,0
284,50,50,75,25,2,3,2,2,1
285,50,50,80,30,8,3,1,8,1
286,50,50,80,30,0,4,0,0,0
287,50,50,80,35,7,4,1,7,1
288,50,50,75,35,4,4,1,4,1
289,50,50,80,35,5,4,1,5,1
290,50,50,80,35,0,5,0,0,0
291,50,50,80,35,0,6,0,0,0
292,50,50,80,35,0,7,0,0,0
293,50,50,75,30,1,7,1,1,1
294,50,50,75,25,2,7,1,2,1
295,50,50,75,20,2,7,1,2,1
296,50,50,75,15,2,7,1,2,1
297,50,50,75,10,2,6,2,2,1
298,50,50,75,15,7,6,1,7,1
299,50,50,75,20,7,6,1,7,1
300,50,50,75,25,7,6,1,7,1
301,50,50,80,20,3,6,1,3,1
302,50,50,80,20,0,7,0,0,0
303,50,50,85,15,3,7,1,3,1
304,50,50,90,10,3,6,2,3,1
305,50,50,90,5,2,5,2,2,1
306,50,50,90,10,7,5,1,7,1
307,50,50,90,5,2,5,1,2,1
308,50,50,90,10,7,5,1,7,1
309,50,50,90,5,2,5,1,2,1
310,50,50,90,10,7,5,1,7,1
311,50,50,90,5,2,5,1,2,1
312,50,50,90,5,0,6,0,0,0
313,50,50,90,10,7,6,1,7,1
314,50,50,90,5,2,6,1,2,1
315,50,50,90,10,7,6,1,7,1
316,50,50,90,10,0,7,0,0,0
317,50,50,90,15,7,7,1,7,1
318,50,50,90,15,0,8,0,0,0
319,50,50,90,20,7,8,1,7,1
320,50,50,90,20,0,9,0,0,0
321,50,50,85,25,6,9,1,6,1
322,50,50,80,30,6,9,1,6,1
323,50,50,75,35,6,9,1,6,1
324,50,50,75,40,7,9,1,7,1
325,50,50,70,40,4,8,2,4,1
326,50,50,65,40,4,8,1,4,1
327,50,50,60,40,4,8,1,4,1
328,50,50,55,40,4,8,1,4,1
329,50,50,50,40,4,8,1,4,1
330,50,50,45,40,4,8,1,4,1
331,50,50,45,40,0,9,0,0,0
332,50,50,45,35,2,8,2,2,1
333,50,50,45,35,0,9,0,0,0
334,50,50,40,35,4,9,1,4,1
335,50,50,40,40,7,9,1,7,1
336,50,50,40,40,0,10,0,0,0
337,50,50,30,40,4,8,3,4,2
338,50,50,30,40,0,9,0,0,0
339,50,50,30,45,7,9,1,7,1
340,50,50,30,45,0,10,0,0,0
341,50,50,30,45,0,11,0,0,0
342,50,50,30,45,0,12,0,0,0
343,50,50,30,35,2,11,2,2,2
344,50,50,20,25,1,8,4,1,2
345,50,50,20,15,2,5,4,2,2
346,50,50,15,20,6,5,1,6,1
347,50,50,10,25,6,5,1,6,1
348,50,50,10,25,0,6,0,0,0
349,50,50,10,35,7,4,3,7,2
350,50,50,5,40,6,4,1,6,1
351,50,50,5,45,7,4,1,7,1
352,50,50,5,45,0,5,0,0,0
353,50,50,5,40,2,4,2,2,1
354,50,50,5,35,2,3,2,2,1
355,50,50,0,40,6,3,1,6,1
356,50,50,0,45,6,3,1,6,1
357,50,50,0,50,6,3,1,6,1
358,50,50,0,55,6,3,1,6,1
359,50,50,0,55,0,4,0,0,0
360,50,50,0,60,6,4,1,6,1
361,50,50,0,65,7,4,1,7,1
362,50,50,0,65,0,5,0,0,0
363,50,50,0,70,7,5,1,7,1
364,50,50,0,75,7,4,2,7,1
365,50,50,0,75,0,5,0,0,0
366,50,50,0,80,7,5,1,7,1
367,50,50,0,85,7,5,1,7,1
368,50,50,0,85,0,6,0,0,0
369,50,50,0,95,7,5,2,7,2
370,50,50,0,100,7,5,1,7,1
371,50,50,0,100,7,5,1,7,1
372,50,50,0,100,0,6,0,0,0
373,50,50,0,100,7,6,1,7,1
374,50,50,0,100,7,6,1,7,1
375,50,50,0,100,7,5,2,7,2
376,50,50,0,100,7,5,1,7,1
377,50,50,5,100,8,5,1,8,1
378,50,50,5,100,0,6,0,0,0
379,50,50,5,100,7,5,2,7,2
380,50,50,5,100,0,6,0,0,0
381,50,50,5,100,7,6,1,7,1
382,50,50,5,100,7,6,1,7,1
383,50,50,5,100,0,7,0,0,0
384,50,50,10,95,3,7,1,3,1
385,50,50,15,90,3,7,1,3,1
386,50,50,10,90,4,6,2,4,1
387,50,50,15,95,8,6,1,8,1
388,50,50,15,95,0,7,0,0,0
389,50,50,5,95,4,6,2,4,2
390,50,50,5,95,0,7,0,0,0
391,50,50,10,95,5,7,1,5,1
392,50,50,15,95,5,6,2,5,1
393,50,50,20,95,5,6,1,5,1
394,50,50,25,95,5,6,1,5,1
395,50,50,30,95,5,6,1,5,1
396,50,50,35,95,5,6,1,5,1
397,50,50,40,95,5,6,1,5,1
398,50,50,45,95,5,6,1,5,1
399,50,50,50,95,5,6,1,5,1
400,50,50,55,95,5,6,1,5,1
401,50,50,55,95,0,7,0,0,0
402,50,50,65,85,3,6,2,3,2
403,50,50,70,85,5,6,1,5,1
404,50,50,65,80,1,6,1,1,1
405,50,50,70,75,3,5,2,3,1
406,50,50,65,70,1,5,1,1,1
407,50,50,60,65,1,5,1,1,1
408,50,50,55,60,1,5,1,1,1
409,50,50,50,55,1,5,1,1,1
410,50,50,55,55,5,5,1,5,1
411,50,50,50,50,1,5,1,1,1
