bar,mouse_x,mouse_y,cat_x,cat_y,vision_slice,brain_energy,output_energy,output_action,move_dist
666,50,50,55,100,5,1,1,5,1
667,50,50,50,100,4,1,1,4,1
668,50,50,55,100,5,1,1,5,1
669,50,50,50,100,4,1,1,4,1
670,50,50,55,100,5,1,1,5,1
671,50,50,50,100,4,1,1,4,1
672,50,50,55,100,5,1,1,5,1
673,50,50,50,100,4,1,1,4,1
674,50,50,55,100,5,1,1,5,1
675,50,50,50,100,4,1,1,4,1
676,50,50,50,100,0,2,0,0,0
677,50,50,50,100,0,3,0,0,0
678,50,50,60,100,5,2,2,5,2
679,50,50,55,100,4,2,1,4,1
680,50,50,50,100,4,2,1,4,1
681,50,50,55,100,5,2,1,5,1
682,50,50,50,100,4,2,1,4,1
683,50,50,55,100,5,2,1,5,1
684,50,50,50,100,4,2,1,4,1
685,50,50,55,100,5,2,1,5,1
686,50,50,50,100,4,2,1,4,1
687,50,50,55,100,5,2,1,5,1
688,50,50,50,100,4,2,1,4,1
689,50,50,55,100,5,2,1,5,1
690,50,50,50,100,4,2,1,4,1
691,50,50,55,100,5,2,1,5,1
692,50,50,50,100,4,2,1,4,1
693,50,50,55,100,5,2,1,5,1
694,50,50,50,100,4,2,1,4,1
