bar,mouse_x,mouse_y,cat_x,cat_y,vision_slice,brain_energy,output_energy,output_action,move_dist
695,50,50,55,100,5,2,1,5,1
696,50,50,50,100,4,2,1,4,1
697,50,50,55,100,5,2,1,5,1
698,50,50,50,100,4,2,1,4,1
699,50,50,55,100,5,2,1,5,1
700,50,50,50,100,4,2,1,4,1
701,50,50,55,100,5,2,1,5,1
702,50,50,50,100,4,2,1,4,1
703,50,50,55,100,5,2,1,5,1
704,50,50,50,100,4,2,1,4,1
705,50,50,55,100,5,2,1,5,1
706,50,50,50,100,4,2,1,4,1
707,50,50,55,100,5,2,1,5,1
708,50,50,50,100,4,2,1,4,1
709,50,50,55,100,5,2,1,5,1
710,50,50,50,100,4,2,1,4,1
711,50,50,55,100,5,2,1,5,1
712,50,50,50,100,4,2,1,4,1
713,50,50,55,100,5,2,1,5,1
714,50,50,50,100,4,2,1,4,1
715,50,50,55,100,5,2,1,5,1
716,50,50,50,100,4,2,1,4,1
717,50,50,55,100,5,2,1,5,1
718,50,50,50,100,4,2,1,4,1
719,50,50,55,100,5,2,1,5,1
720,50,50,50,100,4,2,1,4,1
721,50,50,55,100,5,2,1,5,1
722,50,50,50,100,4,2,1,4,1
723,50,50,55,100,5,2,1,5,1
724,50,50,50,100,4,2,1,4,1
725,50,50,55,100,5,2,1,5,1
726,50,50,50,100,4,2,1,4,1
727,50,50,50,100,0,3,0,0,0
728,50,50,50,100,0,4,0,0,0
729,50,50,55,100,5,4,1,5,1
730,50,50,45,100,4,2,3,4,2
731,50,50,50,100,5,2,1,5,1
732,50,50,55,100,5,2,1,5,1
733,50,50,50,100,4,2,1,4,1
734,50,50,55,100,5,2,1,5,1
735,50,50,50,100,4,2,1,4,1
736,50,50,55,100,5,2,1,5,1
737,50,50,50,100,4,2,1,4,1
738,50,50,55,100,5,2,1,5,1
739,50,50,50,100,4,2,1,4,1
740,50,50,55,100,5,2,1,5,1
741,50,50,50,100,4,2,1,4,1
742,50,50,55,100,5,2,1,5,1
743,50,50,50,100,4,2,1,4,1
744,50,50,55,100,5,2,1,5,1
745,50,50,50,100,4,2,1,4,1
746,50,50,55,100,5,2,1,5,1
747,50,50,50,100,4,2,1,4,1
748,50,50,55,100,5,2,1,5,1
749,50,50,50,100,4,2,1,4,1
750,50,50,55,100,5,2,1,5,1
751,50,50,50,100,4,2,1,4,1
752,50,50,55,100,5,2,1,5,1
753,50,50,50,100,4,2,1,4,1
754,50,50,55,100,5,2,1,5,1
755,50,50,50,100,4,2,1,4,1
756,50,50,55,100,5,2,1,5,1
757,50,50,50,100,4,2,1,4,1
758,50,50,55,100,5,2,1,5,1
759,50,50,50,100,4,2,1,4,1
760,50,50,55,100,5,2,1,5,1
761,50,50,50,100,4,2,1,4,1
762,50,50,55,100,5,2,1,5,1
763,50,50,50,100,4,2,1,4,1
764,50,50,55,100,5,2,1,5,1
765,50,50,50,100,4,2,1,4,1
766,50,50,55,100,5,2,1,5,1
767,50,50,50,100,4,2,1,4,1
768,50,50,55,100,5,2,1,5,1
769,50,50,50,100,4,2,1,4,1
770,50,50,55,100,5,2,1,5,1
771,50,50,50,100,4,2,1,4,1
772,50,50,55,100,5,2,1,5,1
773,50,50,50,100,4,2,1,4,1
774,50,50,55,100,5,2,1,5,1
775,50,50,50,100,4,2,1,4,1
776,50,50,55,100,5,2,1,5,1
777,50,50,50,100,4,2,1,4,1
778,50,50,55,100,5,2,1,5,1
779,50,50,50,100,4,2,1,4,1
780,50,50,55,100,5,2,1,5,1
781,50,50,50,100,4,2,1,4,1
782,50,50,55,100,5,2,1,5,1
783,50,50,50,100,4,1,2,4,1
784,50,50,60,100,5,0,2,5,2
785,50,50,55,100,4,0,1,4,1
786,50,50,50,100,4,0,1,4,1
787,50,50,55,100,5,0,1,5,1
788,50,50,50,100,4,0,1,4,1
789,50,50,55,100,5,0,1,5,1
790,50,50,50,100,4,0,1,4,1
791,50,50,50,100,7,0,1,7,1
792,50,50,55,100,5,0,1,5,1
793,50,50,50,100,4,0,1,4,1
794,50,50,55,100,5,0,1,5,1
795,50,50,50,100,4,0,1,4,1
796,50,50,55,100,5,0,1,5,1
797,50,50,50,100,4,0,1,4,1
798,50,50,55,100,5,0,1,5,1
799,50,50,50,100,4,0,1,4,1
800,50,50,55,100,5,0,1,5,1
801,50,50,50,100,4,0,1,4,1
802,50,50,55,100,5,0,1,5,1
803,50,50,50,100,4,0,1,4,1
804,50,50,55,100,5,0,1,5,1
805,50,50,50,100,4,0,1,4,1
806,50,50,55,100,5,0,1,5,1
807,50,50,50,100,4,0,1,4,1
808,50,50,55,100,5,0,1,5,1
809,50,50,50,100,4,0,1,4,1
810,50,50,55,100,5,0,1,5,1
811,50,50,50,100,4,0,1,4,1
812,50,50,55,100,5,0,1,5,1
813,50,50,50,100,4,0,1,4,1
814,50,50,45,100,6,0,1,6,1
815,50,50,50,100,5,0,1,5,1
816,50,50,55,100,5,0,1,5,1
817,50,50,50,100,4,0,1,4,1
818,50,50,55,100,5,0,1,5,1
819,50,50,50,100,4,0,1,4,1
820,50,50,55,100,5,0,1,5,1
821,50,50,50,100,4,0,1,4,1
822,50,50,55,100,5,0,1,5,1
823,50,50,50,100,4,0,1,4,1
824,50,50,55,100,5,0,1,5,1
825,50,50,50,100,4,0,1,4,1
826,50,50,55,100,5,0,1,5,1
827,50,50,50,100,4,0,1,4,1
828,50,50,55,100,5,0,1,5,1
829,50,50,50,100,4,0,1,4,1
830,50,50,55,100,5,0,1,5,1
831,50,50,50,100,4,0,1,4,1
832,50,50,55,100,5,0,1,5,1
833,50,50,50,100,4,0,1,4,1
834,50,50,55,100,5,0,1,5,1
835,50,50,50,100,4,0,1,4,1
836,50,50,55,100,5,0,1,5,1
837,50,50,50,100,4,0,1,4,1
838,50,50,55,100,5,0,1,5,1
839,50,50,50,100,4,0,1,4,1
840,50,50,45,100,4,0,1,4,1
841,50,50,50,100,5,0,1,5,1
842,50,50,55,100,5,0,1,5,1
843,50,50,50,100,4,0,1,4,1
844,50,50,55,100,5,0,1,5,1
845,50,50,50,100,4,0,1,4,1
846,50,50,55,100,5,0,1,5,1
847,50,50,50,100,4,0,1,4,1
848,50,50,55,100,5,0,1,5,1
849,50,50,50,100,4,0,1,4,1
850,50,50,55,100,5,0,1,5,1
851,50,50,50,100,4,0,1,4,1
852,50,50,55,100,5,0,1,5,1
853,50,50,50,100,4,0,1,4,1
854,50,50,55,100,5,0,1,5,1
855,50,50,50,100,4,0,1,4,1
856,50,50,55,100,5,0,1,5,1
857,50,50,50,100,4,0,1,4,1
858,50,50,55,100,5,0,1,5,1
859,50,50,50,100,4,0,1,4,1
860,50,50,55,100,5,0,1,5,1
861,50,50,50,100,4,0,1,4,1
862,50,50,55,100,5,0,1,5,1
863,50,50,50,100,4,0,1,4,1
864,50,50,55,100,5,0,1,5,1
865,50,50,50,100,4,0,1,4,1
866,50,50,50,100,7,0,1,7,1
867,50,50,55,100,5,0,1,5,1
868,50,50,50,100,4,0,1,4,1
869,50,50,45,100,6,0,1,6,1
870,50,50,50,100,5,0,1,5,1
871,50,50,55,100,5,0,1,5,1
872,50,50,50,100,4,0,1,4,1
873,50,50,55,100,5,0,1,5,1
874,50,50,50,100,4,0,1,4,1
875,50,50,55,100,5,0,1,5,1
876,50,50,50,100,4,0,1,4,1
877,50,50,55,100,5,0,1,5,1
878,50,50,50,100,4,0,1,4,1
879,50,50,55,100,5,0,1,5,1
880,50,50,50,100,4,0,1,4,1
881,50,50,55,100,5,0,1,5,1
882,50,50,50,100,4,0,1,4,1
883,50,50,55,100,5,0,1,5,1
884,50,50,50,100,4,0,1,4,1
885,50,50,55,100,5,0,1,5,1
886,50,50,50,100,4,0,1,4,1
887,50,50,55,100,5,0,1,5,1
888,50,50,50,100,4,0,1,4,1
889,50,50,55,100,5,0,1,5,1
890,50,50,50,100,4,0,1,4,1
891,50,50,55,100,5,0,1,5,1
892,50,50,50,100,4,0,1,4,1
893,50,50,55,100,5,0,1,5,1
894,50,50,50,100,4,0,1,4,1
895,50,50,55,100,5,0,1,5,1
896,50,50,50,100,4,0,1,4,1
897,50,50,55,100,5,0,1,5,1
898,50,50,50,100,4,0,1,4,1
899,50,50,45,100,6,0,1,6,1
900,50,50,50,100,5,0,1,5,1
901,50,50,55,100,5,0,1,5,1
902,50,50,50,100,4,0,1,4,1
903,50,50,55,100,5,0,1,5,1
904,50,50,50,100,4,0,1,4,1
905,50,50,55,100,5,0,1,5,1
906,50,50,50,100,4,0,1,4,1
907,50,50,55,100,5,0,1,5,1
908,50,50,50,100,4,0,1,4,1
909,50,50,55,100,8,0,1,8,1
910,50,50,50,100,4,0,1,4,1
911,50,50,55,100,5,0,1,5,1
912,50,50,50,100,4,0,1,4,1
913,50,50,55,100,5,0,1,5,1
914,50,50,50,100,4,0,1,4,1
915,50,50,55,100,5,0,1,5,1
916,50,50,50,100,4,0,1,4,1
917,50,50,55,100,5,0,1,5,1
918,50,50,50,100,4,0,1,4,1
919,50,50,55,100,5,0,1,5,1
920,50,50,50,100,4,0,1,4,1
921,50,50,55,100,5,0,1,5,1
922,50,50,50,100,4,0,1,4,1
923,50,50,50,100,7,0,1,7,1
924,50,50,55,100,5,0,1,5,1
925,50,50,50,100,4,0,1,4,1
926,50,50,55,100,5,0,1,5,1
927,50,50,50,100,4,0,1,4,1
928,50,50,55,100,5,0,1,5,1
929,50,50,50,100,4,0,1,4,1
930,50,50,55,100,5,0,1,5,1
931,50,50,50,100,4,0,1,4,1
932,50,50,55,100,5,0,1,5,1
933,50,50,50,100,4,0,1,4,1
934,50,50,55,100,5,0,1,5,1
935,50,50,50,100,4,0,1,4,1
936,50,50,55,100,5,0,1,5,1
937,50,50,50,100,4,0,1,4,1
938,50,50,55,100,5,0,1,5,1
939,50,50,50,100,4,0,1,4,1
940,50,50,55,100,5,0,1,5,1
941,50,50,50,100,4,0,1,4,1
942,50,50,55,100,5,0,1,5,1
943,50,50,50,100,4,0,1,4,1
944,50,50,45,100,6,0,1,6,1
945,50,50,50,100,5,0,1,5,1
946,50,50,50,100,0,1,0,0,0
947,50,50,50,100,0,2,0,0,0
948,50,50,40,100,4,0,3,4,2
949,50,50,35,100,6,0,1,6,1
950,50,50,40,100,5,0,1,5,1
951,50,50,45,100,5,0,1,5,1
952,50,50,50,100,5,0,1,5,1
953,50,50,55,100,5,0,1,5,1
954,50,50,50,100,4,0,1,4,1
955,50,50,55,100,5,0,1,5,1
956,50,50,50,100,4,0,1,4,1
957,50,50,55,100,5,0,1,5,1
958,50,50,50,100,4,0,1,4,1
959,50,50,55,100,5,0,1,5,1
960,50,50,50,100,4,0,1,4,1
961,50,50,55,100,5,0,1,5,1
962,50,50,50,100,4,0,1,4,1
963,50,50,55,100,5,0,1,5,1
964,50,50,50,100,4,0,1,4,1
965,50,50,55,100,5,0,1,5,1
966,50,50,50,100,4,0,1,4,1
967,50,50,55,100,5,0,1,5,1
968,50,50,50,100,4,0,1,4,1
969,50,50,55,100,5,0,1,5,1
970,50,50,50,100,4,0,1,4,1
971,50,50,55,100,5,0,1,5,1
972,50,50,50,100,4,0,1,4,1
973,50,50,55,100,5,0,1,5,1
974,50,50,50,100,4,0,1,4,1
975,50,50,55,100,5,0,1,5,1
976,50,50,50,100,4,0,1,4,1
977,50,50,55,100,5,0,1,5,1
978,50,50,50,100,4,0,1,4,1
979,50,50,55,100,5,0,1,5,1
980,50,50,50,100,4,0,1,4,1
981,50,50,55,100,5,0,1,5,1
982,50,50,50,100,4,0,1,4,1
983,50,50,55,100,5,0,1,5,1
984,50,50,50,100,4,0,1,4,1
985,50,50,55,100,5,0,1,5,1
986,50,50,50,100,4,0,1,4,1
987,50,50,55,100,5,0,1,5,1
988,50,50,50,100,4,0,1,4,1
989,50,50,50,100,0,1,0,0,0
990,50,50,60,100,5,0,2,5,2
991,50,50,55,100,4,0,1,4,1
992,50,50,50,100,4,0,1,4,1
993,50,50,55,100,5,0,1,5,1
994,50,50,50,100,4,0,1,4,1
995,50,50,55,100,5,0,1,5,1
996,50,50,50,100,4,0,1,4,1
997,50,50,55,100,5,0,1,5,1
998,50,50,50,100,4,0,1,4,1
999,50,50,55,100,5,0,1,5,1
1000,50,50,50,100,4,0,1,4,1
1001,50,50,55,100,5,0,1,5,1
1002,50,50,50,100,4,0,1,4,1
1003,50,50,55,100,5,0,1,5,1
1004,50,50,50,100,4,0,1,4,1
1005,50,50,55,100,5,0,1,5,1
1006,50,50,50,100,4,0,1,4,1
1007,50,50,55,100,5,0,1,5,1
1008,50,50,50,100,4,0,1,4,1
1009,50,50,55,100,5,0,1,5,1
1010,50,50,50,100,4,0,1,4,1
1011,50,50,55,100,5,0,1,5,1
1012,50,50,50,100,4,0,1,4,1
1013,50,50,55,100,5,0,1,5,1
1014,50,50,50,100,4,0,1,4,1
1015,50,50,55,100,5,0,1,5,1
1016,50,50,50,100,4,0,1,4,1
1017,50,50,55,100,5,0,1,5,1
1018,50,50,50,100,4,0,1,4,1
1019,50,50,55,100,5,0,1,5,1
1020,50,50,50,100,4,0,1,4,1
1021,50,50,55,100,5,0,1,5,1
1022,50,50,50,100,4,0,1,4,1
1023,50,50,55,100,5,0,1,5,1
1024,50,50,50,100,4,0,1,4,1
1025,50,50,55,100,5,0,1,5,1
1026,50,50,50,100,4,0,1,4,1
1027,50,50,55,100,5,0,1,5,1
1028,50,50,50,100,4,0,1,4,1
1029,50,50,55,100,5,0,1,5,1
1030,50,50,50,100,4,0,1,4,1
1031,50,50,55,100,5,0,1,5,1
1032,50,50,50,100,4,0,1,4,1
1033,50,50,55,100,5,0,1,5,1
1034,50,50,50,100,4,0,1,4,1
1035,50,50,55,100,5,0,1,5,1
1036,50,50,50,100,4,0,1,4,1
1037,50,50,55,100,5,0,1,5,1
1038,50,50,50,100,4,0,1,4,1
1039,50,50,55,100,5,0,1,5,1
1040,50,50,50,100,4,0,1,4,1
1041,50,50,55,100,5,0,1,5,1
1042,50,50,50,100,4,0,1,4,1
1043,50,50,55,100,5,0,1,5,1
1044,50,50,50,100,4,0,1,4,1
1045,50,50,55,100,5,0,1,5,1
1046,50,50,50,100,4,0,1,4,1
1047,50,50,55,100,5,0,1,5,1
1048,50,50,50,100,4,0,1,4,1
1049,50,50,55,100,5,0,1,5,1
1050,50,50,50,100,4,0,1,4,1
1051,50,50,55,100,5,0,1,5,1
1052,50,50,50,100,4,0,1,4,1
1053,50,50,55,100,5,0,1,5,1
1054,50,50,50,100,4,0,1,4,1
1055,50,50,55,100,5,0,1,5,1
1056,50,50,50,100,4,0,1,4,1
1057,50,50,55,100,5,0,1,5,1
1058,50,50,50,100,4,0,1,4,1
1059,50,50,55,100,5,0,1,5,1
1060,50,50,50,100,4,0,1,4,1
1061,50,50,55,100,5,0,1,5,1
1062,50,50,50,100,4,0,1,4,1
1063,50,50,55,100,5,0,1,5,1
1064,50,50,50,100,4,0,1,4,1
1065,50,50,55,100,5,0,1,5,1
1066,50,50,50,100,4,0,1,4,1
1067,50,50,55,100,5,0,1,5,1
1068,50,50,50,100,4,0,1,4,1
1069,50,50,55,100,5,0,1,5,1
1070,50,50,50,100,4,0,1,4,1
1071,50,50,55,100,5,0,1,5,1
1072,50,50,50,100,4,0,1,4,1
1073,50,50,55,100,5,0,1,5,1
1074,50,50,50,100,4,0,1,4,1
1075,50,50,55,100,5,0,1,5,1
1076,50,50,50,100,4,0,1,4,1
1077,50,50,55,100,5,0,1,5,1
1078,50,50,50,100,4,0,1,4,1
1079,50,50,55,100,5,0,1,5,1
1080,50,50,50,100,4,0,1,4,1
1081,50,50,55,100,5,0,1,5,1
1082,50,50,50,100,4,0,1,4,1
1083,50,50,55,100,5,0,1,5,1
1084,50,50,50,100,4,0,1,4,1
1085,50,50,55,100,5,0,1,5,1
1086,50,50,50,100,4,0,1,4,1
1087,50,50,55,100,5,0,1,5,1
1088,50,50,50,100,4,0,1,4,1
1089,50,50,55,100,5,0,1,5,1
1090,50,50,50,100,4,0,1,4,1
1091,50,50,55,100,5,0,1,5,1
1092,50,50,50,100,4,0,1,4,1
1093,50,50,55,100,5,0,1,5,1
1094,50,50,50,100,4,0,1,4,1
1095,50,50,55,100,5,0,1,5,1
1096,50,50,50,100,4,0,1,4,1
1097,50,50,55,100,5,0,1,5,1
1098,50,50,50,100,4,0,1,4,1
1099,50,50,55,100,5,0,1,5,1
1100,50,50,50,100,4,0,1,4,1
1101,50,50,55,100,5,0,1,5,1
1102,50,50,50,100,4,0,1,4,1
1103,50,50,50,100,0,1,0,0,0
1104,50,50,60,100,5,0,2,5,2
1105,50,50,55,100,4,0,1,4,1
1106,50,50,50,100,4,0,1,4,1
1107,50,50,55,100,5,0,1,5,1
1108,50,50,50,100,4,0,1,4,1
1109,50,50,55,100,5,0,1,5,1
1110,50,50,50,100,4,0,1,4,1
1111,50,50,55,100,5,0,1,5,1
1112,50,50,50,100,4,0,1,4,1
1113,50,50,55,100,5,0,1,5,1
1114,50,50,50,100,4,0,1,4,1
1115,50,50,55,100,8,0,1,8,1
1116,50,50,50,100,4,0,1,4,1
1117,50,50,55,100,5,0,1,5,1
1118,50,50,50,100,4,0,1,4,1
1119,50,50,55,100,5,0,1,5,1
1120,50,50,50,100,4,0,1,4,1
1121,50,50,55,100,5,0,1,5,1
1122,50,50,50,100,4,0,1,4,1
1123,50,50,55,100,5,0,1,5,1
1124,50,50,50,100,4,0,1,4,1
1125,50,50,55,100,5,0,1,5,1
1126,50,50,50,100,4,0,1,4,1
1127,50,50,55,100,5,0,1,5,1
1128,50,50,50,100,4,0,1,4,1
1129,50,50,55,100,5,0,1,5,1
1130,50,50,50,100,4,0,1,4,1
1131,50,50,55,100,5,0,1,5,1
1132,50,50,50,100,4,0,1,4,1
1133,50,50,55,95,3,0,1,3,1
1134,50,50,50,95,4,0,1,4,1
1135,50,50,55,95,5,0,1,5,1
1136,50,50,50,95,4,0,1,4,1
1137,50,50,55,90,3,0,1,3,1
1138,50,50,50,90,4,0,1,4,1
1139,50,50,55,90,5,0,1,5,1
1140,50,50,50,90,4,0,1,4,1
1141,50,50,55,85,3,0,1,3,1
1142,50,50,50,85,4,0,1,4,1
1143,50,50,55,85,5,0,1,5,1
1144,50,50,50,85,4,0,1,4,1
1145,50,50,55,85,5,0,1,5,1
1146,50,50,50,85,4,0,1,4,1
1147,50,50,55,80,3,0,1,3,1
1148,50,50,50,80,4,0,1,4,1
1149,50,50,55,75,3,0,1,3,1
1150,50,50,50,75,4,0,1,4,1
1151,50,50,55,70,3,0,1,3,1
1152,50,50,50,70,4,0,1,4,1
1153,50,50,55,65,3,0,1,3,1
1154,50,50,50,65,4,0,1,4,1
1155,50,50,55,60,3,0,1,3,1
1156,50,50,50,60,4,0,1,4,1
1157,50,50,55,55,3,0,1,3,1
1158,50,50,50,55,4,0,1,4,1
1159,50,50,55,50,3,0,1,3,1
1160,50,50,55,50,0,1,0,0,0
1161,50,50,55,50,0,2,0,0,0
1162,50,50,50,50,4,2,1,4,1
